AGE,EDUCATION,REVOKED,CLM_AMT,CAR_AGE,driverExperience,licenceType
47,High School,No,106,1,28,Full
28,High School,No,835,10,7,Full
51,Bachelor,No,95,11,35,Full
42,PhD,No,2931,14,22,Full
47,Bachelor,No,91,13,29,Full
40,High School,No,107,1,23,Full
30,High School,Yes,4578,1,14,Full
53,Masters,No,103,16,36,Full
33,Bachelor,No,2982,10,15,Full
42,Bachelor,No,106,16,25,Full
53,Bachelor,No,91,11,31,Full
43,Bachelor,No,105,7,26,Full
36,High School,No,98,9,15,Full
38,Bachelor,No,105,14,19,Full
41,Masters,No,103,12,19,Full
38,Bachelor,No,92,13,22,Full
36,Masters,No,108,19,16,Full
28,Masters,No,106,10,11,Full
35,High School,No,106,7,18,Full
51,High School,No,99,5,30,Full
56,Bachelor,No,90,8,36,Full
47,Masters,No,99,17,25,Full
46,PhD,No,99,18,24,Full
43,High School,No,100,4,21,Full
53,Masters,No,115,19,37,Full
37,Bachelor,No,99,7,19,Full
46,Bachelor,No,99,10,27,Full
57,High School,Yes,6331,1,37,Full
37,Masters,No,97,9,20,Full
47,Masters,Yes,101,22,25,Full
55,High School,No,94,8,37,Full
50,Bachelor,Yes,9270,9,31,Full
55,Bachelor,No,117,8,35,Full
40,High School,No,5040,1,23,Full
47,High School,No,107,1,25,Full
37,Masters,No,102,13,21,Full
34,High School,No,106,1,14,Full
44,High School,No,105,1,22,Full
53,Masters,No,96,18,36,Full
37,Masters,No,99,13,19,Full
38,High School,No,100,6,18,Full
53,Bachelor,Yes,109,6,34,Full
56,Bachelor,No,4539,15,40,Full
52,Masters,No,100,16,32,Full
39,High School,No,101,7,18,Full
58,High School,No,2011,1,38,Full
43,Masters,No,94,16,22,Full
42,Bachelor,Yes,2408,11,26,Full
52,High School,No,99,6,31,Full
45,High School,No,2697,1,27,Full
41,PhD,Yes,2233,14,22,Full
39,Bachelor,No,6098,9,22,Full
47,Bachelor,No,102,12,29,Full
46,Bachelor,No,104,9,29,Full
34,High School,No,111,6,12,Full
28,Masters,No,4214,17,7,Full
37,High School,No,102,1,18,Full
46,Masters,No,105,17,28,Full
30,High School,Yes,102,7,10,Full
49,High School,No,102,13,31,Full
46,High School,No,108,5,29,Full
41,PhD,Yes,99,8,21,Full
57,High School,No,5835,1,41,Full
40,Bachelor,No,1418,5,22,Full
36,Bachelor,No,98,14,18,Full
47,Bachelor,Yes,123,9,27,Full
53,PhD,No,108,16,35,Full
39,Bachelor,Yes,102,7,19,Full
28,High School,No,89,8,12,Full
46,Bachelor,No,91,11,28,Full
38,High School,No,103,1,16,Full
53,Bachelor,No,2439,7,36,Full
48,High School,Yes,1062,2,30,Full
53,Bachelor,No,111,6,33,Full
48,High School,No,93,12,28,Full
39,High School,No,111,7,22,Full
44,Bachelor,No,115,7,27,Full
38,Bachelor,Yes,3338,13,18,Full
30,High School,No,94,7,9,Full
44,High School,No,113,1,24,Full
44,High School,No,4312,1,26,Full
37,Bachelor,No,101,5,17,Full
24,Bachelor,No,2569,9,7,Full
44,Masters,No,106,14,26,Full
57,Bachelor,No,104,7,37,Full
52,High School,No,3079,7,36,Full
55,Masters,Yes,117,12,38,Full
49,High School,No,100,1,28,Full
54,Bachelor,Yes,107,5,38,Full
55,Bachelor,No,88,9,37,Full
41,Masters,No,98,12,24,Full
52,Masters,No,107,26,34,Full
51,High School,No,107,1,32,Full
51,Bachelor,No,97,11,34,Full
57,Masters,No,10900,17,39,Full
48,Bachelor,No,93,9,32,Full
48,Bachelor,No,116,1,30,Full
48,High School,No,106,1,28,Full
45,High School,No,111,7,23,Full
51,Bachelor,No,102,9,31,Full
53,Bachelor,No,100,12,37,Full
43,PhD,No,99,11,25,Full
46,Masters,No,98,16,29,Full
54,Masters,No,104,16,38,Full
31,Bachelor,Yes,110,11,13,Full
47,Masters,No,109,16,28,Full
51,High School,No,123,1,31,Full
47,Masters,No,102,15,31,Full
38,High School,No,105,1,20,Full
55,High School,No,108,1,36,Full
47,High School,No,88,11,27,Full
45,Bachelor,Yes,4011,4,26,Full
52,Masters,No,106,17,31,Full
48,PhD,No,106,1,26,Full
50,Masters,No,97,10,34,Full
41,High School,No,126,1,23,Full
47,Masters,No,98,14,28,Full
27,High School,No,114,1,5,Full
42,PhD,No,95,22,23,Full
42,High School,No,8809,7,23,Full
25,Bachelor,No,98,15,8,Full
32,PhD,No,101,14,10,Full
34,High School,Yes,7551,6,15,Full
46,Bachelor,No,116,10,28,Full
36,Masters,No,102,23,18,Full
44,High School,No,107,5,26,Full
49,Masters,No,101,15,27,Full
41,Masters,Yes,3771,18,21,Full
46,Bachelor,No,105,6,27,Full
54,High School,No,108,1,32,Full
46,Masters,No,102,18,30,Full
46,Bachelor,No,104,6,26,Full
40,High School,No,105,1,19,Full
50,High School,No,2668,1,33,Full
43,High School,No,4488,1,25,Full
33,PhD,No,6868,19,16,Full
45,High School,No,5811,8,25,Full
36,High School,No,890,1,14,Full
50,Masters,No,96,21,33,Full
47,Bachelor,No,93,8,27,Full
44,High School,No,103,5,23,Full
46,Masters,No,100,9,24,Full
35,Bachelor,No,6755,15,18,Full
47,Masters,No,106,17,29,Full
59,Bachelor,No,92,12,37,Full
37,Masters,No,103,17,16,Full
41,Masters,No,112,21,19,Full
43,PhD,No,110,16,21,Full
30,Bachelor,No,93,11,8,Full
46,Masters,No,100,11,27,Full
56,High School,No,104,9,38,Full
43,PhD,No,5455,13,22,Full
50,PhD,No,6849,16,28,Full
40,Bachelor,Yes,91,13,22,Full
49,Bachelor,No,103,12,31,Full
40,Masters,No,100,11,21,Full
51,High School,No,103,1,33,Full
40,High School,No,111,10,20,Full
38,Bachelor,Yes,1909,9,17,Full
33,High School,No,20540,1,16,Full
36,Bachelor,No,7443,12,17,Full
37,Masters,No,100,17,21,Full
35,High School,No,962,1,14,Full
26,Bachelor,No,107,1,6,Full
42,High School,Yes,115,1,21,Full
35,High School,No,110,1,16,Full
55,Bachelor,No,107,11,38,Full
48,Bachelor,No,91,10,29,Full
49,Bachelor,No,4439,9,27,Full
37,High School,No,109,8,17,Full
48,PhD,Yes,97,20,28,Full
30,High School,No,99,1,9,Full
55,Bachelor,Yes,2203,12,39,Full
43,High School,No,92,8,25,Full
62,Masters,No,95,20,45,Full
42,High School,No,96,9,21,Full
54,Bachelor,No,111,9,32,Full
47,Bachelor,No,107,1,27,Full
36,Bachelor,No,102,6,16,Full
44,High School,No,97,6,27,Full
39,High School,No,6255,1,18,Full
48,Masters,Yes,98,11,26,Full
31,High School,No,107,5,11,Full
40,Masters,No,104,14,24,Full
40,Bachelor,Yes,2303,10,24,Full
39,High School,No,118,1,21,Full
33,High School,No,5181,1,11,Full
37,Bachelor,Yes,102,14,16,Full
51,Masters,No,97,15,30,Full
35,Masters,No,101,21,14,Full
54,PhD,No,94,10,35,Full
36,High School,No,107,1,19,Full
48,Masters,No,110,9,32,Full
53,PhD,No,97,12,37,Full
38,Masters,No,94,10,22,Full
48,High School,No,94,8,32,Full
41,High School,Yes,2553,1,19,Full
44,Bachelor,Yes,100,17,26,Full
48,Bachelor,No,95,11,28,Full
38,High School,No,22180,8,17,Full
32,High School,No,2398,8,16,Full
45,Bachelor,No,95,9,24,Full
25,High School,No,117,1,7,Full
48,High School,Yes,5600,12,26,Full
30,High School,No,122,7,11,Full
46,Masters,No,100,13,25,Full
36,High School,No,101,1,16,Full
45,Bachelor,No,103,11,26,Full
41,Bachelor,No,100,11,21,Full
43,Bachelor,No,107,13,22,Full
28,High School,No,104,10,8,Full
49,High School,No,116,6,29,Full
30,Bachelor,No,3282,13,12,Full
43,High School,No,3337,7,26,Full
52,High School,No,100,1,33,Full
35,High School,No,89,7,15,Full
44,Masters,No,95,12,22,Full
52,PhD,No,95,19,32,Full
42,High School,No,20433,1,26,Full
41,High School,No,6075,1,20,Full
46,Masters,No,111,10,30,Full
24,High School,No,116,6,6,Full
42,Masters,No,3753,9,22,Full
45,Masters,No,97,15,26,Full
23,High School,No,2804,1,2,P1
47,High School,No,102,8,28,Full
37,High School,No,103,5,21,Full
45,Bachelor,No,109,8,29,Full
65,PhD,No,117,13,48,Full
45,PhD,No,102,20,25,Full
45,Masters,No,98,16,25,Full
45,Masters,No,98,11,24,Full
45,Masters,No,97,12,29,Full
55,Masters,No,95,16,33,Full
42,High School,No,2088,6,26,Full
43,Masters,No,2479,14,27,Full
36,High School,Yes,101,1,19,Full
54,Masters,No,95,9,33,Full
49,Bachelor,No,115,11,32,Full
26,High School,No,4544,9,9,Full
30,High School,No,9863,1,10,Full
39,Bachelor,No,103,11,17,Full
52,Bachelor,No,3971,10,30,Full
59,Bachelor,No,101,1,37,Full
33,High School,No,103,1,16,Full
45,Bachelor,No,101,14,25,Full
45,High School,No,104,2,29,Full
39,Bachelor,No,107,12,19,Full
44,Masters,No,112,17,22,Full
56,High School,Yes,2160,4,37,Full
40,Masters,No,103,17,18,Full
50,Bachelor,No,105,6,29,Full
31,Bachelor,No,104,8,9,Full
57,Masters,No,105,14,39,Full
57,PhD,No,1645,13,35,Full
51,Masters,No,103,10,29,Full
49,Bachelor,No,96,11,33,Full
47,High School,No,93,12,28,Full
38,Bachelor,No,102,12,20,Full
70,High School,No,112,6,51,Full
53,Masters,No,103,16,31,Full
58,Masters,No,6418,17,36,Full
39,High School,No,1185,1,21,Full
32,High School,No,112,8,14,Full
37,PhD,No,92,22,15,Full
48,High School,Yes,4456,1,31,Full
37,Masters,Yes,102,13,18,Full
44,PhD,Yes,103,18,23,Full
47,PhD,No,100,16,28,Full
45,Bachelor,No,108,10,29,Full
54,PhD,No,99,14,33,Full
50,PhD,No,105,16,30,Full
47,High School,No,113,1,26,Full
39,Masters,No,101,9,18,Full
31,High School,Yes,3920,1,10,Full
40,Masters,Yes,95,11,21,Full
38,Masters,No,97,17,19,Full
51,High School,No,4025,7,35,Full
41,PhD,No,92,20,25,Full
58,Bachelor,No,105,1,41,Full
54,Masters,No,113,14,33,Full
47,High School,No,5103,4,27,Full
29,Bachelor,No,120,6,9,Full
38,Bachelor,Yes,106,6,21,Full
47,High School,No,93,8,26,Full
50,High School,No,105,1,29,Full
46,Bachelor,No,108,11,25,Full
41,Bachelor,Yes,119,1,25,Full
41,Bachelor,No,104,7,19,Full
46,Bachelor,No,92,7,30,Full
39,Bachelor,No,104,8,23,Full
49,Masters,No,97,16,27,Full
53,PhD,No,104,6,31,Full
46,Bachelor,No,100,13,27,Full
42,Bachelor,No,115,9,22,Full
38,High School,No,105,1,18,Full
51,High School,No,7836,4,33,Full
57,Masters,No,98,11,39,Full
53,Bachelor,No,108,1,34,Full
40,Masters,No,6879,16,21,Full
40,Masters,Yes,95,18,18,Full
62,Masters,No,3288,15,42,Full
47,Bachelor,No,114,7,26,Full
48,Masters,No,96,21,30,Full
46,Masters,No,91,14,25,Full
45,High School,No,3521,9,28,Full
39,High School,No,102,9,23,Full
35,High School,No,103,8,15,Full
45,Bachelor,No,106,8,28,Full
45,High School,No,109,1,26,Full
49,Masters,No,100,14,33,Full
35,High School,No,4021,7,16,Full
54,PhD,No,106,16,36,Full
42,Bachelor,No,99,11,20,Full
41,Bachelor,No,99,1,20,Full
50,Masters,No,102,16,33,Full
56,Bachelor,No,108,13,34,Full
41,Bachelor,No,105,8,19,Full
42,High School,No,111,4,21,Full
48,High School,No,99,1,26,Full
27,Bachelor,No,101,6,11,Full
21,High School,No,113,1,5,Full
41,High School,No,119,1,22,Full
49,PhD,No,116,19,28,Full
25,High School,No,103,12,5,Full
42,High School,No,95,1,25,Full
42,Masters,Yes,96,17,26,Full
42,Bachelor,No,2327,5,26,Full
41,PhD,No,29865,17,20,Full
42,Masters,No,102,12,24,Full
41,High School,No,95,11,24,Full
37,Bachelor,No,108,6,20,Full
55,PhD,Yes,107,13,33,Full
30,High School,No,3755,7,14,Full
52,PhD,Yes,95,13,31,Full
50,High School,No,99,1,33,Full
32,High School,Yes,3429,7,15,Full
50,High School,No,109,12,34,Full
27,High School,Yes,103,4,11,Full
36,Bachelor,No,97,8,17,Full
46,High School,No,117,6,24,Full
36,High School,No,106,1,15,Full
49,Masters,No,105,20,27,Full
42,Bachelor,No,4348,10,23,Full
63,Bachelor,No,112,1,41,Full
63,High School,No,102,7,42,Full
64,High School,Yes,12301,8,45,Full
35,Bachelor,No,5297,13,16,Full
47,Masters,Yes,97,18,30,Full
57,Masters,No,93,20,39,Full
29,High School,Yes,4699,6,13,Full
49,High School,No,6606,1,27,Full
46,Masters,No,107,15,30,Full
37,High School,No,95,5,17,Full
56,High School,No,4799,8,38,Full
61,Masters,No,94,11,40,Full
39,Bachelor,No,106,1,17,Full
42,High School,Yes,90,9,24,Full
29,High School,No,94,9,13,Full
51,High School,No,93,8,33,Full
49,Masters,No,107,19,28,Full
45,Masters,No,98,14,23,Full
58,Masters,No,101,12,36,Full
50,Masters,Yes,97,11,30,Full
46,Masters,No,107,7,29,Full
35,High School,No,117,1,14,Full
39,High School,No,3349,1,20,Full
37,Bachelor,No,94,7,17,Full
55,High School,Yes,109,6,34,Full
55,Masters,No,99,17,34,Full
54,High School,No,106,5,32,Full
42,Bachelor,No,3244,9,23,Full
45,Masters,No,3581,8,29,Full
44,PhD,No,95,14,27,Full
45,Masters,No,118,20,25,Full
47,Bachelor,No,105,7,29,Full
39,High School,No,2441,1,22,Full
46,PhD,No,100,10,26,Full
45,Bachelor,No,110,1,28,Full
48,High School,No,110,9,32,Full
47,High School,Yes,107,1,25,Full
41,High School,No,108,1,23,Full
57,Masters,No,96,21,38,Full
29,Masters,No,104,8,10,Full
37,High School,Yes,6250,1,16,Full
46,Masters,No,99,15,27,Full
44,Masters,No,95,18,23,Full
53,Bachelor,Yes,3408,9,33,Full
33,Masters,No,106,15,16,Full
35,High School,No,105,1,17,Full
55,High School,No,100,10,33,Full
50,Bachelor,No,114,7,32,Full
45,High School,No,13042,1,24,Full
35,Masters,No,106,12,15,Full
56,Bachelor,No,4814,1,38,Full
52,High School,No,107,7,34,Full
32,Bachelor,Yes,105,9,15,Full
39,Masters,No,101,16,22,Full
45,High School,No,104,6,24,Full
38,High School,No,102,13,21,Full
39,Bachelor,No,107,1,19,Full
28,Bachelor,Yes,5657,12,7,Full
40,Masters,No,4191,15,20,Full
26,High School,No,106,5,6,Full
41,Masters,No,103,9,23,Full
51,Bachelor,No,104,9,32,Full
59,Masters,No,4815,18,41,Full
59,High School,No,5501,6,42,Full
48,High School,No,121,1,26,Full
61,PhD,No,3048,10,42,Full
52,Masters,No,100,10,36,Full
29,High School,No,1502,1,10,Full
37,Masters,No,105,22,20,Full
48,High School,No,6452,1,31,Full
37,High School,No,94,8,20,Full
32,High School,Yes,2777,1,11,Full
39,High School,No,116,1,17,Full
39,High School,Yes,4678,13,22,Full
53,Masters,No,99,1,37,Full
50,Masters,No,97,15,29,Full
35,Bachelor,No,4621,9,13,Full
37,High School,No,150,7,18,Full
50,High School,Yes,3843,6,34,Full
34,High School,Yes,3730,1,16,Full
46,High School,No,4034,9,27,Full
49,High School,No,1133,1,31,Full
54,Masters,No,99,9,32,Full
46,Masters,Yes,107,1,28,Full
38,Bachelor,No,101,13,17,Full
56,High School,No,94,5,38,Full
42,PhD,No,99,13,21,Full
57,Bachelor,No,101,11,40,Full
45,Bachelor,No,34748,7,23,Full
31,High School,No,108,1,12,Full
58,Bachelor,No,2891,12,38,Full
55,PhD,No,122,12,33,Full
63,PhD,No,106,1,44,Full
42,High School,No,104,6,20,Full
47,High School,No,93,8,30,Full
44,Bachelor,No,3411,15,25,Full
54,Bachelor,No,4209,8,33,Full
36,High School,No,111,5,19,Full
34,Bachelor,Yes,102,6,15,Full
40,High School,No,104,7,21,Full
50,Bachelor,No,112,11,29,Full
48,Masters,No,104,12,30,Full
50,Masters,Yes,96,20,34,Full
38,High School,No,97,1,19,Full
29,High School,Yes,6027,9,9,Full
40,High School,No,98,1,24,Full
43,High School,No,99,9,23,Full
53,PhD,No,94,17,32,Full
49,High School,No,108,1,30,Full
39,High School,No,99,7,17,Full
52,Masters,No,102,16,35,Full
58,Masters,No,3295,9,37,Full
37,Masters,No,104,1,15,Full
41,High School,No,4933,6,22,Full
40,Masters,Yes,92,15,18,Full
33,High School,Yes,3668,1,15,Full
41,High School,No,114,1,24,Full
39,Masters,No,96,17,19,Full
45,High School,No,4895,1,26,Full
49,Bachelor,No,110,7,28,Full
36,Bachelor,No,93,1,15,Full
48,Bachelor,No,105,8,26,Full
39,Masters,No,1029,15,20,Full
35,Masters,No,98,11,18,Full
37,High School,No,103,10,18,Full
40,Masters,No,90,12,24,Full
43,Masters,No,105,19,23,Full
42,High School,No,5142,1,23,Full
54,High School,No,123,6,35,Full
47,Masters,Yes,110,13,30,Full
49,Masters,No,102,15,31,Full
40,Masters,No,115,18,19,Full
53,PhD,No,118,10,33,Full
45,Bachelor,No,101,8,29,Full
42,Masters,No,95,17,21,Full
44,Bachelor,No,648,10,28,Full
48,High School,No,103,1,31,Full
52,High School,No,100,5,36,Full
49,High School,Yes,99,7,31,Full
21,High School,No,114,7,2,P1
51,High School,No,96,10,31,Full
51,High School,Yes,113,1,30,Full
46,Bachelor,No,104,7,27,Full
44,Masters,Yes,96,15,27,Full
43,High School,No,104,1,24,Full
41,High School,No,106,5,23,Full
39,High School,Yes,4754,1,23,Full
45,Bachelor,No,110,5,24,Full
61,Bachelor,Yes,24720,7,41,Full
55,Bachelor,No,105,14,37,Full
23,High School,No,540,1,2,P1
48,Masters,No,104,18,26,Full
48,Masters,No,105,12,31,Full
50,High School,No,100,10,30,Full
63,Bachelor,No,109,7,44,Full
40,Masters,No,99,14,23,Full
45,High School,No,110,1,26,Full
53,Bachelor,No,107,1,35,Full
40,High School,No,103,6,19,Full
52,Masters,No,54928,7,34,Full
47,High School,No,103,1,30,Full
47,Bachelor,No,115,5,25,Full
31,High School,Yes,4123,1,15,Full
67,PhD,No,107,1,50,Full
48,PhD,No,100,13,32,Full
40,High School,No,4809,1,23,Full
55,Bachelor,No,103,15,38,Full
37,Bachelor,No,110,6,17,Full
58,High School,Yes,4610,5,36,Full
30,Masters,Yes,3463,17,14,Full
54,Masters,No,3850,13,38,Full
48,PhD,No,100,19,27,Full
34,High School,No,107,5,16,Full
31,High School,No,96,1,12,Full
46,Bachelor,No,98,15,28,Full
37,Bachelor,No,1166,11,21,Full
37,High School,No,108,1,17,Full
49,High School,No,106,7,27,Full
29,High School,No,5520,6,13,Full
51,Bachelor,No,7463,6,30,Full
43,Bachelor,No,91,9,24,Full
39,Bachelor,No,108,10,20,Full
54,Masters,No,3897,15,37,Full
45,Bachelor,No,3092,8,25,Full
37,High School,No,4155,1,16,Full
47,High School,No,103,4,29,Full
39,PhD,Yes,97,18,19,Full
39,High School,No,6653,10,22,Full
53,PhD,No,100,12,37,Full
29,High School,No,97,1,7,Full
39,High School,No,4209,1,18,Full
44,Masters,No,98,13,22,Full
50,Bachelor,No,102,6,31,Full
36,Masters,No,92,19,20,Full
45,Bachelor,No,102,10,29,Full
58,High School,Yes,3626,7,41,Full
35,PhD,No,3332,13,17,Full
46,High School,No,113,1,30,Full
54,Masters,No,97,14,35,Full
52,High School,No,107,5,33,Full
26,Bachelor,No,3760,7,8,Full
29,High School,No,93,9,11,Full
47,Bachelor,No,100,14,30,Full
48,PhD,No,98,13,26,Full
39,High School,No,105,8,19,Full
45,High School,No,101,1,26,Full
38,Bachelor,No,2856,10,22,Full
45,Masters,No,5458,14,28,Full
51,High School,No,114,6,33,Full
36,High School,No,100,4,20,Full
30,High School,No,3242,7,10,Full
44,High School,No,98,1,23,Full
24,High School,No,1397,1,6,Full
29,High School,No,99,1,7,Full
38,PhD,No,7692,12,16,Full
49,Bachelor,No,98,13,29,Full
32,High School,No,4007,1,12,Full
40,High School,No,2193,10,21,Full
29,High School,No,105,1,8,Full
50,PhD,No,105,16,31,Full
22,Bachelor,Yes,1749,1,2,P1
38,High School,No,4617,4,17,Full
42,Bachelor,No,22244,1,23,Full
49,High School,No,33591,8,28,Full
27,High School,No,4021,1,5,Full
62,Bachelor,No,116,3,41,Full
45,High School,No,110,1,23,Full
44,High School,No,98,1,26,Full
48,High School,No,113,7,28,Full
30,High School,No,109,1,10,Full
38,Bachelor,No,99,6,21,Full
38,High School,No,112,4,21,Full
36,High School,No,121,1,19,Full
34,PhD,No,92,8,17,Full
41,Bachelor,Yes,3762,13,25,Full
52,High School,No,93,8,35,Full
45,PhD,Yes,97,20,27,Full
57,PhD,No,5951,13,41,Full
42,Masters,No,108,19,24,Full
46,Masters,No,96,17,29,Full
65,High School,Yes,1758,6,45,Full
59,Masters,No,105,19,37,Full
32,High School,No,107,1,16,Full
35,High School,No,111,4,13,Full
47,High School,Yes,4289,1,27,Full
35,High School,No,119,1,13,Full
34,High School,No,5884,7,16,Full
50,Bachelor,No,123,7,32,Full
51,High School,No,1669,1,35,Full
45,Masters,No,94,15,23,Full
41,Bachelor,No,117,5,19,Full
51,Masters,No,117,5,30,Full
43,High School,No,102,1,25,Full
36,High School,No,2034,1,15,Full
37,Bachelor,No,2753,6,21,Full
44,High School,No,120,8,26,Full
53,Masters,No,111,1,33,Full
47,Masters,No,4868,18,28,Full
57,High School,No,4389,5,40,Full
54,Bachelor,No,93,13,37,Full
46,Masters,No,105,16,27,Full
37,Bachelor,No,4451,1,18,Full
56,Bachelor,No,93,9,40,Full
65,High School,Yes,4699,1,47,Full
53,PhD,No,96,10,33,Full
26,High School,No,103,1,9,Full
40,High School,No,116,7,21,Full
52,Bachelor,No,4419,16,31,Full
50,High School,No,108,9,28,Full
44,Masters,Yes,104,18,23,Full
52,High School,No,5497,1,30,Full
37,Bachelor,No,3643,8,18,Full
43,High School,No,100,1,21,Full
47,Bachelor,No,107,1,28,Full
41,High School,No,120,6,23,Full
51,Masters,No,100,14,30,Full
39,High School,No,88,9,19,Full
48,High School,No,120,1,29,Full
34,Bachelor,No,104,6,14,Full
58,Bachelor,No,89,8,41,Full
34,Bachelor,No,931,7,18,Full
43,High School,No,106,1,27,Full
37,Bachelor,No,107,12,20,Full
41,High School,No,106,6,25,Full
62,Masters,No,104,14,43,Full
40,Masters,No,7406,15,19,Full
46,High School,No,101,1,24,Full
43,Masters,No,99,15,25,Full
30,High School,No,101,10,14,Full
42,High School,No,94,9,25,Full
41,Masters,Yes,104,14,23,Full
38,High School,No,3333,8,21,Full
47,Bachelor,No,92,13,28,Full
29,High School,No,8484,1,12,Full
38,High School,No,104,1,17,Full
62,High School,No,8162,1,43,Full
38,High School,No,5629,4,22,Full
41,Bachelor,No,108,7,23,Full
47,Bachelor,No,107,14,27,Full
28,High School,Yes,4026,1,7,Full
44,Masters,No,103,12,26,Full
30,Bachelor,No,93,9,10,Full
37,High School,No,115,1,15,Full
57,Bachelor,No,95,11,41,Full
49,Bachelor,No,114,5,32,Full
53,PhD,No,99,15,31,Full
35,High School,No,4027,1,14,Full
45,High School,No,111,1,24,Full
40,Bachelor,No,100,8,21,Full
41,High School,No,100,1,22,Full
50,PhD,No,98,15,28,Full
45,High School,No,108,1,26,Full
57,Masters,No,98,14,35,Full
52,Masters,No,101,10,36,Full
40,High School,No,102,1,24,Full
54,Masters,No,100,11,33,Full
45,High School,No,85,8,25,Full
32,Bachelor,No,114,1,14,Full
42,Masters,No,100,14,24,Full
33,High School,Yes,3440,6,11,Full
53,PhD,No,96,10,36,Full
49,PhD,No,101,10,29,Full
41,Bachelor,No,99,8,25,Full
52,Bachelor,No,108,10,36,Full
45,Masters,No,114,13,26,Full
40,Bachelor,Yes,105,9,20,Full
48,High School,No,104,1,28,Full
40,High School,No,6111,1,24,Full
39,PhD,No,104,12,19,Full
53,PhD,Yes,100,13,34,Full
54,Masters,No,97,10,35,Full
42,Bachelor,No,102,11,21,Full
45,Bachelor,Yes,1335,10,29,Full
50,Masters,No,107,11,34,Full
38,High School,No,95,1,18,Full
29,Bachelor,No,27254,13,8,Full
42,PhD,No,114,14,22,Full
46,PhD,No,103,20,25,Full
46,High School,No,98,1,25,Full
29,High School,Yes,111,1,8,Full
47,High School,No,100,1,29,Full
49,Bachelor,No,120,8,29,Full
35,Masters,No,94,10,13,Full
50,High School,No,105,1,30,Full
44,Masters,Yes,101,18,27,Full
40,PhD,No,112,7,19,Full
36,High School,No,106,5,20,Full
50,Bachelor,No,95,9,30,Full
42,High School,No,16012,1,25,Full
52,Masters,No,1070,16,32,Full
43,High School,No,111,1,27,Full
41,High School,No,4277,5,23,Full
41,High School,No,115,6,20,Full
49,Masters,No,6431,18,27,Full
54,Bachelor,No,110,13,33,Full
46,High School,No,102,1,24,Full
