driverAge,educationLevel,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
43,Bachelor,105,0,7,26,Full
36,High School,98,0,9,15,Full
38,Bachelor,105,0,14,19,Full
41,Masters,103,0,12,19,Full
38,Bachelor,92,0,13,22,Full
36,Masters,108,0,19,16,Full
28,Masters,106,0,10,11,Full
35,High School,106,0,7,18,Full
51,High School,99,0,5,30,Full
56,Bachelor,90,0,8,36,Full
47,Masters,99,0,17,25,Full
46,PhD,99,0,18,24,Full
43,High School,100,0,4,21,Full
53,Masters,115,0,19,37,Full
37,Bachelor,99,0,7,19,Full
46,Bachelor,99,0,10,27,Full
57,High School,6331,1,1,37,Full
37,Masters,97,0,9,20,Full
47,Masters,101,1,22,25,Full
55,High School,94,0,8,37,Full
50,Bachelor,9270,1,9,31,Full
55,Bachelor,117,0,8,35,Full
40,High School,5040,0,1,23,Full
47,High School,107,0,1,25,Full
37,Masters,102,0,13,21,Full
34,High School,106,0,1,14,Full
44,High School,105,0,1,22,Full
53,Masters,96,0,18,36,Full
37,Masters,99,0,13,19,Full
38,High School,100,0,6,18,Full
53,Bachelor,109,1,6,34,Full
56,Bachelor,4539,0,15,40,Full
52,Masters,99,0,16,32,Full
39,High School,101,0,7,18,Full
58,High School,2011,0,1,38,Full
43,Masters,94,0,16,22,Full
42,Bachelor,2408,1,11,26,Full
52,High School,99,0,6,31,Full
45,High School,2697,0,1,27,Full
41,PhD,2233,1,14,22,Full
39,Bachelor,6098,0,9,22,Full
47,Bachelor,102,0,12,29,Full
46,Bachelor,104,0,9,29,Full
34,High School,111,0,6,12,Full
28,Masters,4214,0,17,7,Full
37,High School,102,0,1,18,Full
46,Masters,105,0,17,28,Full
30,High School,102,1,7,10,Full
49,High School,102,0,13,31,Full
46,High School,108,0,5,29,Full
41,PhD,99,1,8,21,Full
57,High School,5835,0,1,41,Full
40,Bachelor,1418,0,5,22,Full
36,Bachelor,98,0,14,18,Full
47,Bachelor,123,1,9,27,Full
53,PhD,108,0,16,35,Full
39,Bachelor,102,1,7,19,Full
28,High School,89,0,8,12,Full
46,Bachelor,91,0,11,28,Full
38,High School,103,0,1,16,Full
53,Bachelor,2439,0,7,36,Full
48,High School,1062,1,2,30,Full
53,Bachelor,111,0,6,33,Full
48,High School,93,0,12,28,Full
39,High School,111,0,7,22,Full
44,Bachelor,115,0,7,27,Full
38,Bachelor,3338,1,13,18,Full
30,High School,94,0,7,9,Full
44,High School,113,0,1,24,Full
44,High School,4312,0,1,26,Full
37,Bachelor,101,0,5,17,Full
24,Bachelor,2569,0,9,7,Full
44,Masters,106,0,14,26,Full
57,Bachelor,104,0,7,37,Full
52,High School,3079,0,7,36,Full
55,Masters,117,1,12,38,Full
49,High School,100,0,1,28,Full
54,Bachelor,107,1,5,38,Full
55,Bachelor,88,0,9,37,Full
41,Masters,98,0,12,24,Full
52,Masters,107,0,26,34,Full
51,High School,107,0,1,32,Full
51,Bachelor,97,0,11,34,Full
57,Masters,10900,0,17,39,Full
48,Bachelor,93,0,9,32,Full
48,Bachelor,116,0,1,30,Full
48,High School,106,0,1,28,Full
45,High School,111,0,7,23,Full
51,Bachelor,102,0,9,31,Full
53,Bachelor,100,0,12,37,Full
43,PhD,99,0,11,25,Full
46,Masters,98,0,16,29,Full
54,Masters,104,0,16,38,Full
31,Bachelor,110,1,11,13,Full
47,Masters,109,0,16,28,Full
51,High School,123,0,1,31,Full
47,Masters,102,0,15,31,Full
38,High School,105,0,1,20,Full
55,High School,108,0,1,36,Full
47,High School,88,0,11,27,Full
45,Bachelor,4011,1,4,26,Full
52,Masters,106,0,17,31,Full
48,PhD,106,0,1,26,Full
50,Masters,97,0,10,34,Full
41,High School,126,0,1,23,Full
47,Masters,98,0,14,28,Full
27,High School,114,0,1,5,Full
42,PhD,95,0,22,23,Full
42,High School,8809,0,7,23,Full
25,Bachelor,98,0,15,8,Full
32,PhD,101,0,14,10,Full
34,High School,7551,1,6,15,Full
46,Bachelor,116,0,10,28,Full
36,Masters,102,0,23,18,Full
44,High School,107,0,5,26,Full
49,Masters,101,0,15,27,Full
41,Masters,3771,1,18,21,Full
46,Bachelor,105,0,6,27,Full
54,High School,108,0,1,32,Full
46,Masters,102,0,18,30,Full
46,Bachelor,104,0,6,26,Full
40,High School,105,0,1,19,Full
50,High School,2668,0,1,33,Full
43,High School,4488,0,1,25,Full
33,PhD,6868,0,19,16,Full
45,High School,5811,0,8,25,Full
36,High School,890,0,1,14,Full
50,Masters,96,0,21,33,Full
47,Bachelor,93,0,8,27,Full
44,High School,103,0,5,23,Full
46,Masters,100,0,9,24,Full
35,Bachelor,6755,0,15,18,Full
47,Masters,106,0,17,29,Full
59,Bachelor,92,0,12,37,Full
37,Masters,103,0,17,16,Full
41,Masters,112,0,21,19,Full
43,PhD,110,0,16,21,Full
30,Bachelor,93,0,11,8,Full
46,Masters,100,0,11,27,Full
56,High School,104,0,9,38,Full
43,PhD,5455,0,13,22,Full
50,PhD,6849,0,16,28,Full
40,Bachelor,91,1,13,22,Full
49,Bachelor,103,0,12,31,Full
40,Masters,100,0,11,21,Full
51,High School,103,0,1,33,Full
40,High School,111,0,10,20,Full
38,Bachelor,1909,1,9,17,Full
33,High School,20540,0,1,16,Full
36,Bachelor,7443,0,12,17,Full
37,Masters,100,0,17,21,Full
35,High School,962,0,1,14,Full
26,Bachelor,107,0,1,6,Full
42,High School,115,1,1,21,Full
35,High School,110,0,1,16,Full
55,Bachelor,107,0,11,38,Full
48,Bachelor,91,0,10,29,Full
49,Bachelor,4439,0,9,27,Full
37,High School,109,0,8,17,Full
48,PhD,95,1,20,28,Full
30,High School,99,0,1,9,Full
55,Bachelor,2203,1,12,39,Full
43,High School,92,0,8,25,Full
62,Masters,95,0,20,45,Full
42,High School,96,0,9,21,Full
54,Bachelor,111,0,9,32,Full
47,Bachelor,107,0,1,27,Full
36,Bachelor,102,0,6,16,Full
44,High School,97,0,6,27,Full
39,High School,6255,0,1,18,Full
48,Masters,98,1,11,26,Full
31,High School,107,0,5,11,Full
40,Masters,104,0,14,24,Full
40,Bachelor,2303,1,10,24,Full
39,High School,118,0,1,21,Full
33,High School,5181,0,1,11,Full
37,Bachelor,102,1,14,16,Full
51,Masters,97,0,15,30,Full
35,Masters,101,0,21,14,Full
54,PhD,94,0,10,35,Full
36,High School,107,0,1,19,Full
48,Masters,110,0,9,32,Full
53,PhD,97,0,12,37,Full
38,Masters,94,0,10,22,Full
48,High School,94,0,8,32,Full
41,High School,2553,1,1,19,Full
44,Bachelor,100,1,17,26,Full
48,Bachelor,95,0,11,28,Full
38,High School,22180,0,8,17,Full
32,High School,2398,0,8,16,Full
45,Bachelor,95,0,9,24,Full
25,High School,117,0,1,7,Full
48,High School,5600,1,12,26,Full
30,High School,122,0,7,11,Full
46,Masters,100,0,13,25,Full
36,High School,101,0,1,16,Full
45,Bachelor,103,0,11,26,Full
41,Bachelor,100,0,11,21,Full
43,Bachelor,107,0,13,22,Full
28,High School,104,0,10,8,Full
49,High School,116,0,6,29,Full
30,Bachelor,3282,0,13,12,Full
43,High School,3337,0,7,26,Full
52,High School,100,0,1,33,Full
35,High School,89,0,7,15,Full
44,Masters,95,0,12,22,Full
52,PhD,95,0,19,32,Full
42,High School,20433,0,1,26,Full
41,High School,6075,0,1,20,Full
46,Masters,111,0,10,30,Full
24,High School,116,0,6,6,Full
42,Masters,3753,0,9,22,Full
45,Masters,97,0,15,26,Full
23,High School,2804,0,1,2,P1
47,High School,102,0,8,28,Full
37,High School,103,0,5,21,Full
45,Bachelor,109,0,8,29,Full
65,PhD,117,0,13,48,Full
45,PhD,102,0,20,25,Full
45,Masters,98,0,16,25,Full
45,Masters,98,0,11,24,Full
45,Masters,97,0,12,29,Full
55,Masters,95,0,16,33,Full
42,High School,2088,0,6,26,Full
43,Masters,2479,0,14,27,Full
36,High School,101,1,1,19,Full
54,Masters,95,0,9,33,Full
49,Bachelor,115,0,11,32,Full
26,High School,4544,0,9,9,Full
30,High School,9863,0,1,10,Full
39,Bachelor,103,0,11,17,Full
52,Bachelor,3971,0,10,30,Full
59,Bachelor,101,0,1,37,Full
33,High School,103,0,1,16,Full
45,Bachelor,101,0,14,25,Full
45,High School,104,0,2,29,Full
39,Bachelor,107,0,12,19,Full
44,Masters,112,0,17,22,Full
56,High School,2160,1,4,37,Full
40,Masters,103,0,17,18,Full
50,Bachelor,105,0,6,29,Full
31,Bachelor,104,0,8,9,Full
57,Masters,105,0,14,39,Full
57,PhD,1645,0,13,35,Full
51,Masters,103,0,10,29,Full
49,Bachelor,96,0,11,33,Full
47,High School,93,0,12,28,Full
38,Bachelor,102,0,12,20,Full
70,High School,112,0,6,51,Full
53,Masters,103,0,16,31,Full
58,Masters,6418,0,17,36,Full
39,High School,1185,0,1,21,Full
32,High School,112,0,8,14,Full
37,PhD,92,0,22,15,Full
48,High School,4456,1,1,31,Full
37,Masters,102,1,13,18,Full
44,PhD,103,1,18,23,Full
47,PhD,100,0,16,28,Full
45,Bachelor,108,0,10,29,Full
54,PhD,99,0,14,33,Full
50,PhD,105,0,16,30,Full
47,High School,113,0,1,26,Full
39,Masters,101,0,9,18,Full
31,High School,3920,1,1,10,Full
40,Masters,95,1,11,21,Full
38,Masters,97,0,17,19,Full
51,High School,4025,0,7,35,Full
41,PhD,92,0,20,25,Full
58,Bachelor,105,0,1,41,Full
54,Masters,113,0,14,33,Full
47,High School,5103,0,4,27,Full
29,Bachelor,120,0,6,9,Full
38,Bachelor,106,1,6,21,Full
47,High School,93,0,8,26,Full
50,High School,105,0,1,29,Full
46,Bachelor,108,0,11,25,Full
41,Bachelor,119,1,1,25,Full
41,Bachelor,104,0,7,19,Full
46,Bachelor,92,0,7,30,Full
39,Bachelor,104,0,8,23,Full
49,Masters,97,0,16,27,Full
53,PhD,104,0,6,31,Full
46,Bachelor,100,0,13,27,Full
42,Bachelor,115,0,9,22,Full
38,High School,105,0,1,18,Full
51,High School,7836,0,4,33,Full
57,Masters,98,0,11,39,Full
53,Bachelor,108,0,1,34,Full
40,Masters,6879,0,16,21,Full
40,Masters,94,1,18,18,Full
62,Masters,3288,0,15,42,Full
47,Bachelor,114,0,7,26,Full
48,Masters,96,0,21,30,Full
46,Masters,94,0,14,25,Full
45,High School,3521,0,9,28,Full
39,High School,102,0,9,23,Full
35,High School,103,0,8,15,Full
45,Bachelor,106,0,8,28,Full
45,High School,109,0,1,26,Full
49,Masters,100,0,14,33,Full
35,High School,4021,0,7,16,Full
54,PhD,106,0,16,36,Full
42,Bachelor,99,0,11,20,Full
41,Bachelor,99,0,1,20,Full
50,Masters,102,0,16,33,Full
56,Bachelor,108,0,13,34,Full
41,Bachelor,105,0,8,19,Full
42,High School,111,0,4,21,Full
48,High School,99,0,1,26,Full
27,Bachelor,101,0,6,11,Full
21,High School,113,0,1,5,Full
41,High School,119,0,1,22,Full
49,PhD,116,0,19,28,Full
25,High School,103,0,12,5,Full
42,High School,95,0,1,25,Full
42,Masters,96,1,17,26,Full
42,Bachelor,2327,0,5,26,Full
41,PhD,29865,0,17,20,Full
42,Masters,102,0,12,24,Full
41,High School,95,0,11,24,Full
37,Bachelor,108,0,6,20,Full
55,PhD,107,1,13,33,Full
30,High School,3755,0,7,14,Full
52,PhD,95,1,13,31,Full
50,High School,99,0,1,33,Full
32,High School,3429,1,7,15,Full
50,High School,109,0,12,34,Full
27,High School,103,1,4,11,Full
36,Bachelor,97,0,8,17,Full
46,High School,117,0,6,24,Full
36,High School,106,0,1,15,Full
49,Masters,105,0,20,27,Full
42,Bachelor,4348,0,10,23,Full
63,Bachelor,112,0,1,41,Full
63,High School,102,0,7,42,Full
64,High School,12301,1,8,45,Full
35,Bachelor,5297,0,13,16,Full
47,Masters,97,1,18,30,Full
57,Masters,93,0,20,39,Full
29,High School,4699,1,6,13,Full
49,High School,6606,0,1,27,Full
46,Masters,107,0,15,30,Full
37,High School,95,0,5,17,Full
56,High School,4799,0,8,38,Full
61,Masters,94,0,11,40,Full
39,Bachelor,106,0,1,17,Full
42,High School,90,1,9,24,Full
29,High School,94,0,9,13,Full
51,High School,93,0,8,33,Full
49,Masters,107,0,19,28,Full
45,Masters,98,0,14,23,Full
58,Masters,101,0,12,36,Full
50,Masters,97,1,11,30,Full
46,Masters,107,0,7,29,Full
35,High School,117,0,1,14,Full
39,High School,3349,0,1,20,Full
37,Bachelor,94,0,7,17,Full
55,High School,109,1,6,34,Full
55,Masters,99,0,17,34,Full
54,High School,106,0,5,32,Full
42,Bachelor,3244,0,9,23,Full
45,Masters,3581,0,8,29,Full
44,PhD,95,0,14,27,Full
45,Masters,118,0,20,25,Full
47,Bachelor,105,0,7,29,Full
39,High School,2441,0,1,22,Full
46,PhD,100,0,10,26,Full
45,Bachelor,110,0,1,28,Full
48,High School,110,0,9,32,Full
47,High School,107,1,1,25,Full
41,High School,108,0,1,23,Full
57,Masters,96,0,21,38,Full
29,Masters,104,0,8,10,Full
37,High School,6250,1,1,16,Full
46,Masters,99,0,15,27,Full
44,Masters,91,0,18,23,Full
53,Bachelor,3408,1,9,33,Full
33,Masters,106,0,15,16,Full
35,High School,105,0,1,17,Full
55,High School,100,0,10,33,Full
50,Bachelor,114,0,7,32,Full
45,High School,13042,0,1,24,Full
35,Masters,106,0,12,15,Full
56,Bachelor,4814,0,1,38,Full
52,High School,107,0,7,34,Full
32,Bachelor,105,1,9,15,Full
39,Masters,101,0,16,22,Full
45,High School,104,0,6,24,Full
38,High School,102,0,13,21,Full
39,Bachelor,107,0,1,19,Full
28,Bachelor,5657,1,12,7,Full
40,Masters,4191,0,15,20,Full
26,High School,106,0,5,6,Full
41,Masters,103,0,9,23,Full
51,Bachelor,104,0,9,32,Full
59,Masters,4815,0,18,41,Full
59,High School,5501,0,6,42,Full
48,High School,121,0,1,26,Full
61,PhD,3048,0,10,42,Full
52,Masters,100,0,10,36,Full
29,High School,1502,0,1,10,Full
37,Masters,105,0,22,20,Full
48,High School,6452,0,1,31,Full
37,High School,94,0,8,20,Full
32,High School,2777,1,1,11,Full
39,High School,116,0,1,17,Full
39,High School,4678,1,13,22,Full
53,Masters,99,0,1,37,Full
50,Masters,97,0,15,29,Full
35,Bachelor,4621,0,9,13,Full
37,High School,150,0,7,18,Full
50,High School,3843,1,6,34,Full
34,High School,3730,1,1,16,Full
46,High School,4034,0,9,27,Full
49,High School,1133,0,1,31,Full
54,Masters,99,0,9,32,Full
46,Masters,107,1,1,28,Full
38,Bachelor,101,0,13,17,Full
56,High School,94,0,5,38,Full
42,PhD,99,0,13,21,Full
57,Bachelor,101,0,11,40,Full
45,Bachelor,34748,0,7,23,Full
31,High School,108,0,1,12,Full
58,Bachelor,2891,0,12,38,Full
55,PhD,122,0,12,33,Full
63,PhD,106,0,1,44,Full
42,High School,104,0,6,20,Full
47,High School,93,0,8,30,Full
44,Bachelor,3411,0,15,25,Full
54,Bachelor,4209,0,8,33,Full
36,High School,111,0,5,19,Full
34,Bachelor,102,1,6,15,Full
40,High School,104,0,7,21,Full
50,Bachelor,112,0,11,29,Full
48,Masters,104,0,12,30,Full
50,Masters,96,1,20,34,Full
38,High School,97,0,1,19,Full
29,High School,6027,1,9,9,Full
40,High School,98,0,1,24,Full
43,High School,99,0,9,23,Full
53,PhD,94,0,17,32,Full
49,High School,108,0,1,30,Full
39,High School,99,0,7,17,Full
52,Masters,102,0,16,35,Full
58,Masters,3295,0,9,37,Full
37,Masters,104,0,1,15,Full
41,High School,4933,0,6,22,Full
40,Masters,92,1,15,18,Full
33,High School,3668,1,1,15,Full
41,High School,114,0,1,24,Full
39,Masters,96,0,17,19,Full
45,High School,4895,0,1,26,Full
49,Bachelor,110,0,7,28,Full
36,Bachelor,93,0,1,15,Full
48,Bachelor,105,0,8,26,Full
39,Masters,1029,0,15,20,Full
35,Masters,98,0,11,18,Full
37,High School,103,0,10,18,Full
40,Masters,90,0,12,24,Full
43,Masters,105,0,19,23,Full
42,High School,5142,0,1,23,Full
54,High School,123,0,6,35,Full
47,Masters,110,1,13,30,Full
49,Masters,102,0,15,31,Full
40,Masters,115,0,18,19,Full
53,PhD,118,0,10,33,Full
45,Bachelor,101,0,8,29,Full
42,Masters,95,0,17,21,Full
44,Bachelor,648,0,10,28,Full
48,High School,103,0,1,31,Full
52,High School,100,0,5,36,Full
49,High School,99,1,7,31,Full
21,High School,114,0,7,2,P1
51,High School,96,0,10,31,Full
51,High School,113,1,1,30,Full
46,Bachelor,104,0,7,27,Full
44,Masters,96,1,15,27,Full
43,High School,104,0,1,24,Full
41,High School,106,0,5,23,Full
39,High School,4754,1,1,23,Full
45,Bachelor,110,0,5,24,Full
61,Bachelor,24720,1,7,41,Full
55,Bachelor,105,0,14,37,Full
23,High School,540,0,1,2,P1
48,Masters,104,0,18,26,Full
48,Masters,105,0,12,31,Full
50,High School,100,0,10,30,Full
63,Bachelor,109,0,7,44,Full
40,Masters,99,0,14,23,Full
45,High School,110,0,1,26,Full
53,Bachelor,107,0,1,35,Full
40,High School,103,0,6,19,Full
52,Masters,54928,0,7,34,Full
47,High School,103,0,1,30,Full
47,Bachelor,115,0,5,25,Full
31,High School,4123,1,1,15,Full
67,PhD,107,0,1,50,Full
48,PhD,100,0,13,32,Full
40,High School,4809,0,1,23,Full
55,Bachelor,103,0,15,38,Full
37,Bachelor,110,0,6,17,Full
58,High School,4610,1,5,36,Full
30,Masters,3463,1,17,14,Full
54,Masters,3850,0,13,38,Full
48,PhD,100,0,19,27,Full
34,High School,107,0,5,16,Full
31,High School,96,0,1,12,Full
46,Bachelor,98,0,15,28,Full
37,Bachelor,1166,0,11,21,Full
37,High School,108,0,1,17,Full
49,High School,106,0,7,27,Full
29,High School,5520,0,6,13,Full
51,Bachelor,7463,0,6,30,Full
43,Bachelor,91,0,9,24,Full
39,Bachelor,108,0,10,20,Full
54,Masters,3897,0,15,37,Full
45,Bachelor,3092,0,8,25,Full
37,High School,4155,0,1,16,Full
47,High School,103,0,4,29,Full
39,PhD,97,1,18,19,Full
39,High School,6653,0,10,22,Full
53,PhD,96,0,12,37,Full
29,High School,97,0,1,7,Full
39,High School,4209,0,1,18,Full
44,Masters,98,0,13,22,Full
50,Bachelor,102,0,6,31,Full
36,Masters,92,0,19,20,Full
45,Bachelor,102,0,10,29,Full
58,High School,3626,1,7,41,Full
35,PhD,3332,0,13,17,Full
46,High School,113,0,1,30,Full
54,Masters,99,0,14,35,Full
52,High School,107,0,5,33,Full
26,Bachelor,3760,0,7,8,Full
29,High School,93,0,9,11,Full
47,Bachelor,100,0,14,30,Full
48,PhD,98,0,13,26,Full
39,High School,105,0,8,19,Full
45,High School,101,0,1,26,Full
38,Bachelor,2856,0,10,22,Full
45,Masters,5458,0,14,28,Full
51,High School,114,0,6,33,Full
36,High School,100,0,4,20,Full
30,High School,3242,0,7,10,Full
44,High School,98,0,1,23,Full
24,High School,1397,0,1,6,Full
29,High School,99,0,1,7,Full
38,PhD,7692,0,12,16,Full
49,Bachelor,98,0,13,29,Full
32,High School,4007,0,1,12,Full
40,High School,2193,0,10,21,Full
29,High School,105,0,1,8,Full
50,PhD,105,0,16,31,Full
22,Bachelor,1749,1,1,2,P1
38,High School,4617,0,4,17,Full
42,Bachelor,22244,0,1,23,Full
49,High School,33591,0,8,28,Full
27,High School,4021,0,1,5,Full
62,Bachelor,116,0,3,41,Full
45,High School,110,0,1,23,Full
44,High School,98,0,1,26,Full
48,High School,113,0,7,28,Full
30,High School,109,0,1,10,Full
38,Bachelor,99,0,6,21,Full
38,High School,112,0,4,21,Full
36,High School,121,0,1,19,Full
34,PhD,92,0,8,17,Full
41,Bachelor,3762,1,13,25,Full
52,High School,93,0,8,35,Full
45,PhD,97,1,20,27,Full
57,PhD,5951,0,13,41,Full
42,Masters,108,0,19,24,Full
46,Masters,96,0,17,29,Full
65,High School,1758,1,6,45,Full
59,Masters,105,0,19,37,Full
32,High School,107,0,1,16,Full
35,High School,111,0,4,13,Full
47,High School,4289,1,1,27,Full
35,High School,119,0,1,13,Full
34,High School,5884,0,7,16,Full
50,Bachelor,123,0,7,32,Full
51,High School,1669,0,1,35,Full
45,Masters,94,0,15,23,Full
41,Bachelor,117,0,5,19,Full
51,Masters,117,0,5,30,Full
43,High School,102,0,1,25,Full
36,High School,2034,0,1,15,Full
37,Bachelor,2753,0,6,21,Full
44,High School,120,0,8,26,Full
53,Masters,111,0,1,33,Full
47,Masters,4868,0,18,28,Full
57,High School,4389,0,5,40,Full
54,Bachelor,93,0,13,37,Full
46,Masters,105,0,16,27,Full
37,Bachelor,4451,0,1,18,Full
56,Bachelor,93,0,9,40,Full
65,High School,4699,1,1,47,Full
53,PhD,96,0,10,33,Full
26,High School,103,0,1,9,Full
40,High School,116,0,7,21,Full
52,Bachelor,4419,0,16,31,Full
50,High School,108,0,9,28,Full
44,Masters,104,1,18,23,Full
52,High School,5497,0,1,30,Full
37,Bachelor,3643,0,8,18,Full
43,High School,100,0,1,21,Full
47,Bachelor,107,0,1,28,Full
41,High School,120,0,6,23,Full
51,Masters,100,0,14,30,Full
39,High School,88,0,9,19,Full
48,High School,120,0,1,29,Full
34,Bachelor,104,0,6,14,Full
58,Bachelor,89,0,8,41,Full
34,Bachelor,931,0,7,18,Full
43,High School,106,0,1,27,Full
37,Bachelor,107,0,12,20,Full
41,High School,106,0,6,25,Full
62,Masters,104,0,14,43,Full
40,Masters,7406,0,15,19,Full
46,High School,101,0,1,24,Full
43,Masters,99,0,15,25,Full
30,High School,101,0,10,14,Full
42,High School,94,0,9,25,Full
41,Masters,104,1,14,23,Full
38,High School,3333,0,8,21,Full
47,Bachelor,92,0,13,28,Full
29,High School,8484,0,1,12,Full
38,High School,104,0,1,17,Full
62,High School,8162,0,1,43,Full
38,High School,5629,0,4,22,Full
41,Bachelor,108,0,7,23,Full
47,Bachelor,107,0,14,27,Full
28,High School,4026,1,1,7,Full
44,Masters,103,0,12,26,Full
30,Bachelor,93,0,9,10,Full
37,High School,115,0,1,15,Full
57,Bachelor,95,0,11,41,Full
49,Bachelor,114,0,5,32,Full
53,PhD,99,0,15,31,Full
35,High School,4027,0,1,14,Full
45,High School,111,0,1,24,Full
40,Bachelor,100,0,8,21,Full
41,High School,100,0,1,22,Full
50,PhD,101,0,15,28,Full
45,High School,108,0,1,26,Full
57,Masters,98,0,14,35,Full
52,Masters,101,0,10,36,Full
40,High School,102,0,1,24,Full
54,Masters,100,0,11,33,Full
45,High School,85,0,8,25,Full
32,Bachelor,114,0,1,14,Full
42,Masters,100,0,14,24,Full
33,High School,3440,1,6,11,Full
53,PhD,96,0,10,36,Full
49,PhD,101,0,10,29,Full
41,Bachelor,99,0,8,25,Full
52,Bachelor,108,0,10,36,Full
45,Masters,114,0,13,26,Full
40,Bachelor,105,1,9,20,Full
48,High School,104,0,1,28,Full
40,High School,6111,0,1,24,Full
39,PhD,104,0,12,19,Full
53,PhD,100,1,13,34,Full
54,Masters,97,0,10,35,Full
42,Bachelor,102,0,11,21,Full
45,Bachelor,1335,1,10,29,Full
50,Masters,107,0,11,34,Full
38,High School,95,0,1,18,Full
29,Bachelor,27254,0,13,8,Full
42,PhD,114,0,14,22,Full
46,PhD,103,0,20,25,Full
46,High School,98,0,1,25,Full
29,High School,111,1,1,8,Full
47,High School,100,0,1,29,Full
49,Bachelor,120,0,8,29,Full
35,Masters,94,0,10,13,Full
50,High School,105,0,1,30,Full
44,Masters,101,1,18,27,Full
40,PhD,112,0,7,19,Full
36,High School,106,0,5,20,Full
50,Bachelor,95,0,9,30,Full
42,High School,16012,0,1,25,Full
52,Masters,1070,0,16,32,Full
43,High School,111,0,1,27,Full
41,High School,4277,0,5,23,Full
41,High School,115,0,6,20,Full
49,Masters,6431,0,18,27,Full
54,Bachelor,110,0,13,33,Full
46,High School,102,0,1,24,Full
31,Masters,7035,1,18,12,Full
42,Bachelor,5110,0,1,26,Full
63,PhD,108,0,15,47,Full
31,PhD,114,0,10,14,Full
54,Masters,5485,1,15,37,Full
50,Masters,110,0,1,33,Full
43,High School,1438,0,6,25,Full
42,High School,96,0,1,25,Full
33,High School,9623,0,1,17,Full
56,Masters,2505,0,16,39,Full
53,Bachelor,96,0,12,33,Full
43,High School,102,0,7,21,Full
40,Bachelor,109,0,7,20,Full
42,High School,95,0,5,23,Full
43,Masters,4415,1,17,23,Full
36,High School,6673,0,1,17,Full
33,High School,100,0,9,11,Full
53,High School,108,0,7,33,Full
43,High School,6761,0,6,21,Full
54,Masters,103,0,17,36,Full
41,Masters,103,0,17,22,Full
33,High School,119,0,6,11,Full
38,High School,4368,0,4,18,Full
59,Masters,94,0,11,40,Full
48,High School,97,0,1,26,Full
41,High School,88,0,12,20,Full
37,High School,116,0,1,18,Full
53,Bachelor,3084,0,12,33,Full
44,PhD,101,0,12,28,Full
44,Masters,108,0,16,27,Full
70,High School,104,0,1,51,Full
36,High School,96,0,1,15,Full
52,High School,110,0,1,33,Full
38,High School,100,0,6,19,Full
46,PhD,114,0,14,29,Full
37,High School,115,0,7,16,Full
43,High School,1043,0,5,24,Full
42,High School,103,0,1,20,Full
40,High School,5900,0,8,21,Full
61,High School,3343,0,7,41,Full
59,Bachelor,106,0,5,43,Full
31,Masters,105,0,12,10,Full
24,High School,5017,1,1,6,Full
38,High School,102,0,1,20,Full
61,High School,1793,0,11,40,Full
32,Bachelor,88,0,11,15,Full
58,Bachelor,101,0,15,37,Full
38,High School,97,0,6,17,Full
40,High School,9470,0,1,22,Full
53,High School,106,0,1,37,Full
45,High School,98,0,1,27,Full
48,Masters,97,0,13,32,Full
39,Masters,102,0,15,23,Full
32,High School,105,0,1,12,Full
28,Bachelor,5802,0,8,10,Full
45,Masters,101,0,17,26,Full
