index,index,timeascustomer,driverage,insuranceaccess,insurancepremium,incidenttime,numvehiclesinvolved,numbodilyinjuries,policereportbool,totalclaimamount,vehicleage,driverexperience,educationlevel,accidenttype,incidentseverity,authoritiesinvolved,licencetype,drivergender,fraud
220,220,281,43,1000,1515,21,3,1,0,60190,16,26,High School,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
221,221,246,44,2000,1649,18,1,1,1,61380,6,28,High School,Multi-vehicle Collision,Total Loss,Other,Full,0.0,1
222,222,298,49,500,1451,17,1,2,0,28100,3,33,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
223,223,330,50,1000,978,19,1,0,0,49060,20,30,MD,Multi-vehicle Collision,Minor Damage,,Full,0.0,0
224,224,362,50,500,1198,17,3,1,0,57060,20,31,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
225,225,241,38,2000,1003,23,3,0,1,77880,7,19,Masters,Multi-vehicle Collision,Total Loss,Other,Full,0.0,0
226,226,245,41,2000,1212,4,1,0,1,73500,16,24,Masters,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
227,227,371,52,1000,1243,2,2,2,0,88920,5,30,JD,Parked Car,Total Loss,Other,Full,0.0,0
228,228,343,52,1000,1053,2,1,0,0,47630,10,31,Associate,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
229,229,377,53,500,1694,10,3,1,0,59040,0,32,Bachelor,Multi-vehicle Collision,Major Loss,Police,Full,0.0,0
230,230,154,37,1000,2048,2,1,0,0,79530,15,21,High School,Vehicle Theft,Total Loss,Other,Full,0.0,0
231,231,166,34,1000,1084,18,1,0,1,53680,10,18,PhD,Multi-vehicle Collision,Major Damage,,Full,0.0,0
232,232,298,46,1000,1138,18,1,2,1,33550,10,29,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
233,233,235,42,500,1073,7,4,2,1,69100,9,24,Bachelor,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
234,234,172,35,2000,1219,19,3,2,0,79750,16,19,High School,Multi-vehicle Collision,Major Loss,,Full,0.0,0
235,235,27,28,2000,1372,10,3,0,1,53600,0,6,College,Multi-vehicle Collision,Total Loss,,Full,0.0,1
236,236,428,54,2000,1506,16,3,1,0,76560,6,35,Associate,Single Vehicle Collision,Major Damage,Police,Full,0.0,0
237,237,99,32,1000,1058,17,1,1,0,41130,16,10,College,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
238,238,107,26,2000,932,2,3,2,0,78650,19,5,High School,Single Vehicle Collision,Major Damage,Other,Full,0.0,1
239,239,272,41,2000,1608,19,1,1,0,71060,5,24,High School,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
240,240,151,37,1000,1729,0,1,1,0,38830,16,20,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
241,241,249,43,1000,1518,16,1,0,1,53500,0,21,PhD,Vehicle Theft,Major Loss,Ambulance,Full,0.0,0
242,242,177,38,2000,1540,20,1,2,0,73700,14,18,Bachelor,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
243,243,190,40,2000,965,10,1,2,1,6300,14,24,High School,Single Vehicle Collision,Minor Loss,Other,Full,0.0,0
244,244,174,36,2000,1279,21,3,2,0,65400,3,15,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
245,245,95,28,1000,774,3,1,1,0,3200,1,12,MD,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
246,246,371,51,1000,1532,7,1,0,1,75400,3,32,College,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
247,247,2,28,1000,1341,19,1,0,1,58140,7,10,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
248,248,269,44,500,1298,15,3,0,0,98670,5,25,MD,Multi-vehicle Collision,Major Damage,Police,Full,0.0,1
249,249,101,27,1000,433,7,1,0,0,5900,6,9,PhD,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
250,250,94,30,2000,1026,19,1,1,1,64100,14,10,High School,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,0
251,251,117,28,500,1265,13,2,0,0,55440,6,6,Bachelor,Vehicle Theft,Total Loss,Ambulance,Full,0.0,1
252,252,111,27,500,1460,2,3,1,0,80850,4,8,Bachelor,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
253,253,242,40,500,1239,5,1,1,0,7480,17,18,College,Multi-vehicle Collision,Total Loss,Other,Full,0.0,0
254,254,440,61,500,1051,21,1,2,0,53640,11,39,High School,Single Vehicle Collision,Total Loss,,Full,0.0,1
255,255,20,23,1000,1712,21,3,2,0,63250,13,2,JD,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
256,256,461,57,500,865,7,3,0,0,59040,20,36,Bachelor,Single Vehicle Collision,Major Damage,Other,Full,0.0,0
257,257,208,36,500,1153,16,3,1,1,50500,11,17,High School,Single Vehicle Collision,Major Damage,Police,Full,0.0,0
258,258,279,43,2000,1281,13,1,0,0,57690,5,27,Bachelor,Vehicle Theft,Minor Loss,Police,Full,0.0,1
259,259,244,40,500,1343,2,1,1,1,5940,1,21,PhD,Parked Car,Minor Damage,Police,Full,0.0,0
260,260,134,30,2000,1443,19,3,0,1,47790,20,14,Bachelor,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,1
261,261,122,29,1000,1630,17,1,0,0,3850,1,9,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
262,262,156,31,2000,1134,3,1,2,0,59000,2,13,Bachelor,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
263,263,232,43,500,1484,17,3,0,0,70600,2,21,High School,Single Vehicle Collision,Total Loss,,Full,0.0,1
264,264,244,40,2000,1305,5,3,1,0,61490,14,21,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
265,265,84,30,2000,1036,9,1,1,1,57640,5,9,High School,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
266,266,394,57,500,1401,9,1,1,0,6890,16,36,High School,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
267,267,246,45,1000,1665,9,3,2,0,53280,9,25,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
268,268,35,29,2000,654,22,3,0,0,78300,6,13,College,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
269,269,156,37,500,1080,15,3,0,0,41490,14,19,Associate,Single Vehicle Collision,Minor Damage,Police,Full,0.0,0
270,270,195,36,2000,1346,14,3,2,1,68970,8,17,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
271,271,369,55,2000,1590,6,3,2,1,85300,12,36,College,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
272,272,271,40,1000,1252,6,1,0,0,3080,3,23,MD,Single Vehicle Collision,Minor Loss,Other,Full,0.0,0
273,273,332,47,2000,1083,22,4,2,0,71760,5,26,MD,Multi-vehicle Collision,Major Loss,Other,Full,0.0,1
274,274,107,26,500,975,14,3,1,0,59700,13,7,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
275,275,217,39,2000,1400,16,3,0,0,64920,18,17,MD,Single Vehicle Collision,Major Damage,Police,Full,0.0,0
276,276,243,43,500,1308,10,3,0,0,37530,7,23,Masters,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
277,277,296,42,2000,1219,9,3,1,0,64080,3,21,JD,Vehicle Theft,Minor Damage,Other,Full,0.0,0
278,278,264,41,500,1411,4,1,1,0,60390,11,20,High School,Parked Car,Major Damage,Ambulance,Full,0.0,1
279,279,108,33,2000,694,6,3,0,1,64350,4,14,Masters,Single Vehicle Collision,Total Loss,Fire,Full,0.0,1
280,280,32,38,500,1007,15,3,2,1,70900,18,19,Masters,Multi-vehicle Collision,Major Loss,Police,Full,0.0,0
281,281,259,39,1000,1422,12,3,1,0,46560,3,22,PhD,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
282,282,186,33,1000,1348,3,1,2,0,4730,2,16,MD,Single Vehicle Collision,Minor Damage,,Full,0.0,1
283,283,201,40,2000,1316,14,1,0,1,6820,12,23,Bachelor,Multi-vehicle Collision,Major Loss,Other,Full,0.0,0
284,284,436,58,2000,1407,10,1,0,0,59900,18,39,High School,Single Vehicle Collision,Minor Loss,Police,Full,0.0,1
285,285,189,36,2000,1389,17,3,1,1,79560,6,14,Bachelor,Single Vehicle Collision,Minor Damage,Other,Full,0.0,0
286,286,105,33,500,1311,8,1,0,0,70290,7,15,College,Multi-vehicle Collision,Total Loss,,Full,0.0,0
287,287,163,31,1000,1005,14,3,2,0,63910,16,13,PhD,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
288,288,219,40,500,1135,6,1,1,0,6400,18,20,MD,Parked Car,Major Damage,Ambulance,Full,0.0,0
289,289,88,25,1000,1194,6,1,1,1,66780,2,6,Associate,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
290,290,40,39,1000,1248,8,1,0,0,8760,2,22,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
291,291,284,42,500,1339,13,1,0,0,94160,19,24,College,Parked Car,Major Damage,,Full,0.0,0
292,292,59,40,2000,782,0,3,0,0,51570,5,21,MD,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
293,293,39,31,2000,1367,14,3,1,0,52700,1,10,Bachelor,Single Vehicle Collision,Major Damage,Police,Full,0.0,1
294,294,147,34,1000,1276,13,1,2,0,101010,17,13,Bachelor,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,0
295,295,156,37,500,1091,16,4,1,1,53400,5,16,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
296,296,123,31,500,1326,13,1,1,0,72120,6,14,Bachelor,Multi-vehicle Collision,Minor Damage,,Full,0.0,0
297,297,231,43,2000,972,15,3,2,1,77100,5,23,Masters,Single Vehicle Collision,Major Loss,Other,Full,0.0,0
298,298,247,39,500,806,3,1,2,0,3300,12,21,High School,Multi-vehicle Collision,Total Loss,Other,Full,0.0,0
299,299,194,35,500,1416,7,1,1,0,5940,12,17,Masters,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
300,300,119,27,2000,1098,16,2,1,0,63720,9,11,Masters,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
301,301,259,43,500,948,15,1,1,0,7680,7,26,High School,Single Vehicle Collision,Major Loss,Police,Full,0.0,0
302,302,107,31,2000,1019,21,3,1,0,93730,14,10,PhD,Multi-vehicle Collision,Major Damage,Police,Full,0.0,0
303,303,48,44,2000,1401,23,3,0,0,87300,2,28,MD,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
304,304,267,40,500,1156,5,1,0,0,5670,18,20,Associate,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
305,305,286,47,500,1387,15,3,0,0,65800,14,31,Masters,Multi-vehicle Collision,Major Damage,Police,Full,0.0,0
306,306,175,34,500,915,14,1,2,1,36720,6,15,Associate,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
307,307,111,29,500,1240,1,1,1,1,52800,19,11,MD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
308,308,151,37,500,1366,14,3,1,1,59100,17,16,High School,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
309,309,156,37,1000,1086,17,3,1,1,77440,16,15,College,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
310,310,165,36,2000,1248,20,3,2,0,45700,7,15,Associate,Single Vehicle Collision,Major Loss,Other,Full,0.0,0
311,311,253,41,2000,1313,10,3,2,1,80740,1,19,Masters,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
312,312,10,26,2000,766,3,3,0,0,31350,14,10,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
313,313,158,33,2000,1327,0,1,0,0,35000,3,11,High School,Single Vehicle Collision,Total Loss,,Full,0.0,0
314,314,436,59,1000,1339,10,3,2,0,68000,1,43,High School,Multi-vehicle Collision,Total Loss,Other,Full,0.0,0
315,315,91,30,2000,1317,13,3,2,0,84500,6,9,College,Single Vehicle Collision,Total Loss,,Full,0.0,0
316,316,256,42,1000,1286,14,1,2,0,75500,17,25,PhD,Single Vehicle Collision,Major Loss,,Full,0.0,0
317,317,274,46,1000,1372,22,3,1,0,90600,6,29,High School,Parked Car,Minor Loss,Ambulance,Full,0.0,0
318,318,275,45,2000,1448,8,3,1,0,64320,17,29,High School,Single Vehicle Collision,Major Damage,Other,Full,0.0,0
319,319,1,33,500,903,1,3,1,0,31700,9,14,Bachelor,Multi-vehicle Collision,Total Loss,,Full,0.0,0
320,320,85,30,1000,1454,19,1,0,1,74280,9,14,MD,Parked Car,Minor Loss,Other,Full,0.0,1
321,321,233,37,2000,1603,17,1,0,1,80520,10,18,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
322,322,142,30,2000,1617,13,3,0,1,63600,5,14,Associate,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
323,323,266,44,500,1612,4,1,1,1,32800,3,24,JD,Single Vehicle Collision,Minor Loss,Fire,Full,0.0,0
324,324,350,50,500,889,14,3,0,0,44190,0,30,Bachelor,Single Vehicle Collision,Total Loss,,Full,0.0,0
325,325,97,26,1000,1252,4,2,2,0,50400,15,10,College,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
326,326,399,55,2000,996,23,3,1,1,88400,5,38,Bachelor,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
327,327,305,49,2000,1348,21,3,0,0,66550,12,30,Associate,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
328,328,276,47,1000,1724,23,3,0,0,65780,1,27,High School,Multi-vehicle Collision,Total Loss,,Full,0.0,0
329,329,257,40,500,1380,6,3,0,1,51810,13,21,Associate,Single Vehicle Collision,Major Damage,,Full,0.0,1
330,330,78,31,1000,1555,21,1,1,0,55660,6,13,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
331,331,129,28,1000,1378,23,1,2,0,44640,10,6,Masters,Single Vehicle Collision,Major Damage,Other,Full,0.0,0
332,332,283,46,2000,1313,3,3,1,0,77660,11,25,JD,Single Vehicle Collision,Major Loss,Other,Full,0.0,1
333,333,85,25,500,1259,8,1,2,0,5640,10,8,PhD,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
334,334,101,26,1000,1372,4,1,2,0,3190,20,9,PhD,Vehicle Theft,Total Loss,Other,Full,0.0,0
335,335,96,30,500,1399,22,1,0,1,53440,11,12,JD,Multi-vehicle Collision,Major Damage,Police,Full,0.0,0
336,336,121,31,1000,1062,16,1,0,1,65250,13,14,High School,Parked Car,Total Loss,Ambulance,Full,0.0,0
337,337,176,39,500,1365,14,3,2,0,44280,7,18,High School,Vehicle Theft,Total Loss,Police,Full,0.0,0
338,338,159,37,1000,894,13,1,2,0,70290,16,17,College,Multi-vehicle Collision,Major Loss,Fire,Full,0.0,0
339,339,120,30,500,957,20,1,1,1,87100,15,9,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
340,340,212,35,2000,1124,0,3,1,0,50380,19,17,JD,Vehicle Theft,Minor Loss,Police,Full,0.0,0
341,341,290,45,500,1085,23,3,2,0,64800,1,24,MD,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
342,342,299,42,2000,1437,13,1,1,0,70400,15,21,Bachelor,Multi-vehicle Collision,Major Loss,,Full,0.0,0
343,343,66,26,1000,988,8,1,2,1,57860,7,6,High School,Multi-vehicle Collision,Major Loss,Fire,Full,0.0,1
344,344,334,47,500,1239,3,1,0,0,6240,4,27,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
345,345,216,38,1000,1385,16,1,2,0,66600,3,17,High School,Single Vehicle Collision,Major Loss,,Full,0.0,1
346,346,86,28,2000,1595,19,1,0,1,70920,13,7,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
347,347,429,56,1000,1128,0,1,2,1,39480,13,38,PhD,Parked Car,Minor Damage,Ambulance,Full,0.0,0
348,348,257,43,2000,930,12,1,2,1,63240,10,24,College,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
349,349,15,34,1000,1830,21,3,1,0,67650,6,13,College,Single Vehicle Collision,Major Damage,Fire,Full,0.0,0
350,350,230,39,1000,905,0,1,1,0,74200,13,20,Associate,Multi-vehicle Collision,Trivial Damage,Police,Full,0.0,1
351,351,250,43,1000,1244,22,1,1,0,64900,4,21,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
352,352,270,44,2000,1031,20,3,1,0,35900,8,22,High School,Multi-vehicle Collision,Trivial Damage,,Full,0.0,1
353,353,65,26,500,1285,0,1,1,0,52200,4,9,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
354,354,475,57,500,1217,20,1,0,0,78000,15,35,PhD,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
355,355,77,27,2000,966,1,3,0,0,67200,20,9,High School,Vehicle Theft,Minor Damage,Other,Full,0.0,0
356,356,256,43,500,1203,11,1,0,0,63250,18,23,Bachelor,Multi-vehicle Collision,Minor Loss,,Full,0.0,0
357,357,229,37,2000,1212,14,3,1,1,68760,20,18,High School,Single Vehicle Collision,Total Loss,Fire,Full,0.0,0
358,358,110,28,1000,1574,20,3,0,0,65040,5,9,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
359,359,177,33,1000,1610,22,1,1,0,82800,11,16,JD,Parked Car,Minor Loss,Other,Full,0.0,1
360,360,292,44,500,1098,12,1,1,1,61700,10,27,MD,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
361,361,451,61,2000,1619,3,3,2,1,78100,18,40,PhD,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
362,362,61,24,500,923,15,3,2,0,65520,4,2,MD,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
363,363,150,30,1000,1342,8,1,0,0,4500,16,9,MD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
364,364,283,41,500,1195,13,3,0,0,42700,4,24,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
365,365,291,46,1000,995,8,1,2,1,5580,10,29,MD,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
366,366,162,31,1000,1050,7,1,0,0,3600,2,13,MD,Multi-vehicle Collision,Minor Loss,,Full,0.0,1
367,367,154,36,2000,1314,9,1,2,0,2800,0,20,MD,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
368,368,289,47,2000,1102,15,1,1,1,54000,19,28,Bachelor,Parked Car,Major Damage,,Full,0.0,0
369,369,10,19,1000,1186,5,1,0,0,48950,4,2,College,Multi-vehicle Collision,Trivial Damage,Police,Full,0.0,1
370,370,309,47,500,1528,15,4,0,0,77800,13,27,High School,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
371,371,396,57,1000,1366,22,3,2,0,52560,20,38,JD,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
372,372,273,41,1000,1404,16,2,1,1,44110,0,24,Bachelor,Multi-vehicle Collision,Minor Damage,Other,Full,0.0,0
373,373,129,30,2000,927,7,1,1,0,74360,6,13,College,Vehicle Theft,Major Damage,Ambulance,Full,0.0,0
374,374,140,31,2000,1555,2,1,1,0,6120,13,13,College,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
375,375,419,53,2000,736,17,4,0,1,62280,3,37,Masters,Single Vehicle Collision,Minor Damage,,Full,0.0,0
376,376,315,44,1000,974,12,3,1,1,26730,9,22,Bachelor,Single Vehicle Collision,Major Damage,,Full,0.0,0
377,377,72,29,500,974,9,1,1,0,66200,2,13,High School,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
378,378,32,26,2000,1260,16,1,1,0,45500,6,8,Bachelor,Vehicle Theft,Trivial Damage,Ambulance,Full,0.0,0
379,379,230,41,1000,1464,19,3,2,0,53040,9,21,Bachelor,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
380,380,157,32,2000,617,14,3,1,0,50800,2,10,College,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,1
381,381,265,41,2000,1724,18,3,1,0,44200,1,25,Masters,Single Vehicle Collision,Trivial Damage,,Full,0.0,0
382,382,47,34,500,1161,23,1,1,0,62920,3,14,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
383,383,113,29,2000,1092,15,3,0,1,49950,11,10,Associate,Single Vehicle Collision,Minor Loss,Police,Full,0.0,1
384,384,289,46,2000,1209,18,1,0,1,56430,20,27,JD,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
385,385,254,41,2000,1241,16,1,2,1,100210,1,25,Masters,Multi-vehicle Collision,Minor Loss,,Full,0.0,0
386,386,115,30,500,1757,12,3,1,1,49140,8,14,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
387,387,236,38,1000,802,16,1,0,0,66840,1,19,Masters,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,0
388,388,7,21,1000,1343,21,1,1,0,62460,12,0,MD,Single Vehicle Collision,Minor Loss,,Full,0.0,0
389,389,208,36,2000,1209,15,3,0,0,62810,16,17,MD,Parked Car,Minor Loss,,Full,0.0,0
390,390,126,33,1000,1142,21,1,1,0,54160,6,11,College,Single Vehicle Collision,Major Loss,,Full,0.0,0
391,391,48,35,500,1090,1,1,0,0,48400,10,19,Masters,Single Vehicle Collision,Trivial Damage,,Full,0.0,0
392,392,297,48,1000,1465,17,3,0,0,51480,2,29,Masters,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,0
393,393,160,36,1000,1119,5,3,2,0,51700,12,20,High School,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
394,394,406,58,2000,1117,15,3,1,0,65520,6,37,PhD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
395,395,157,31,500,1258,2,4,2,0,47700,4,13,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
396,396,146,31,2000,1083,3,1,2,0,5220,0,14,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
397,397,409,57,1000,1192,19,1,1,0,73320,3,41,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,0
398,398,252,46,1000,1242,17,1,0,1,74900,12,26,JD,Vehicle Theft,Major Damage,,Full,0.0,0
399,399,6,27,500,1076,7,1,0,1,3190,0,11,College,Multi-vehicle Collision,Major Damage,,Full,0.0,0
400,400,103,33,1000,970,21,1,1,1,76920,13,14,Bachelor,Multi-vehicle Collision,Minor Loss,Fire,Full,0.0,0
401,401,369,53,2000,1460,10,2,1,0,77990,3,33,Masters,Single Vehicle Collision,Total Loss,Fire,Full,0.0,0
402,402,261,46,1000,1246,11,1,1,0,59670,7,26,MD,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
403,403,159,33,2000,1463,23,3,2,0,44880,11,16,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
404,404,344,51,2000,1398,14,1,0,0,82830,11,35,High School,Vehicle Theft,Major Loss,Fire,Full,0.0,0
405,405,437,60,1000,1270,10,1,1,0,84480,3,42,MD,Parked Car,Major Damage,Police,Full,0.0,1
406,406,65,30,500,1456,6,3,2,0,79800,16,8,College,Multi-vehicle Collision,Total Loss,,Full,0.0,0
407,407,280,41,2000,1140,10,3,0,1,53020,16,19,High School,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,0
408,408,269,45,500,1330,5,3,0,0,24200,7,25,High School,Single Vehicle Collision,Trivial Damage,Other,Full,0.0,0
409,409,275,40,2000,1191,17,1,1,1,43230,14,20,MD,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
410,410,265,45,500,972,3,1,2,0,3190,20,27,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,0
411,411,283,43,2000,1162,9,1,0,0,5850,9,23,Masters,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
412,412,84,29,1000,1117,6,1,2,1,6820,10,7,High School,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,0
413,413,247,44,2000,1102,22,3,2,0,69480,7,25,High School,Vehicle Theft,Minor Loss,Fire,Full,0.0,0
414,414,56,29,1000,1523,10,3,1,1,94560,20,11,College,Single Vehicle Collision,Minor Damage,Police,Full,0.0,0
415,415,210,39,1000,984,4,1,1,0,7800,18,20,Bachelor,Parked Car,Total Loss,Fire,Full,0.0,0
416,416,108,32,2000,1257,23,1,1,0,61270,16,16,PhD,Single Vehicle Collision,Total Loss,Other,Full,0.0,0
417,417,328,49,500,1435,19,1,0,1,71440,10,28,High School,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,0
418,418,186,37,2000,1628,22,1,1,1,55600,6,16,High School,Single Vehicle Collision,Total Loss,,Full,0.0,0
419,419,277,44,500,1412,6,1,1,0,5000,10,23,Bachelor,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,0
420,420,138,33,500,1363,6,1,2,0,95810,8,17,JD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,0
421,421,208,41,1000,1135,18,1,2,0,69300,19,25,Masters,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
422,422,147,37,1000,1307,22,1,1,0,81120,20,16,Masters,Single Vehicle Collision,Major Damage,Police,Full,0.0,0
423,423,8,21,500,1022,21,1,0,0,91260,3,2,College,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
424,424,297,48,1000,1539,12,1,0,0,60600,11,28,MD,Vehicle Theft,Total Loss,Ambulance,Full,0.0,0
425,425,150,31,1000,1354,6,3,0,1,64800,15,11,PhD,Multi-vehicle Collision,Trivial Damage,Fire,Full,0.0,1
426,426,4,34,500,1283,0,4,0,0,66880,19,13,High School,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,1
427,427,210,35,1000,1346,11,1,0,0,58200,2,17,High School,Single Vehicle Collision,Minor Loss,Police,Full,0.0,0
428,428,91,31,1000,1338,19,1,1,0,60570,4,13,PhD,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
429,429,167,36,1000,949,22,3,0,0,69680,7,16,Bachelor,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,1
430,430,467,58,2000,977,2,1,2,0,55700,1,36,High School,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,0
431,431,264,47,2000,1181,16,4,1,1,62370,14,30,High School,Single Vehicle Collision,Total Loss,Police,Full,0.0,0
