ClaimsID,DriverID,InsuranceID,IncidentID,authoritiesInvolved,policeReportBool,totalClaimAmount,fraud,VehicleID
1907,D1907,In1907,I1907,Ambulance,1.0,2000,0,V1907
1908,D1908,In1908,I1908,Other,1.0,10000,0,V1908
1909,D1909,In1909,I1909,Police,0.0,4000,0,V1909
1910,D1910,In1910,I1910,Ambulance,1.0,7000,0,V1910
1911,D1911,In1911,I1911,Police,0.0,4000,0,V1911
1912,D1912,In1912,I1912,None,1.0,4000,0,V1912
1913,D1913,In1913,I1913,Police,1.0,1000,0,V1913
1914,D1914,In1914,I1914,Ambulance,1.0,5000,0,V1914
1915,D1915,In1915,I1915,Other,0.0,2000,0,V1915
1916,D1916,In1916,I1916,None,0.0,4000,0,V1916
1917,D1917,In1917,I1917,Police,1.0,1000,0,V1917
1918,D1918,In1918,I1918,Ambulance,1.0,8000,0,V1918
1919,D1919,In1919,I1919,Police,1.0,10000,0,V1919
1920,D1920,In1920,I1920,Ambulance,1.0,6000,0,V1920
1921,D1921,In1921,I1921,Police,1.0,10000,1,V1921
1922,D1922,In1922,I1922,Ambulance,0.0,5000,0,V1922
1923,D1923,In1923,I1923,Police,1.0,4000,0,V1923
1924,D1924,In1924,I1924,Police,1.0,6000,0,V1924
1925,D1925,In1925,I1925,Ambulance,1.0,1000,0,V1925
1926,D1926,In1926,I1926,None,1.0,2000,0,V1926
1927,D1927,In1927,I1927,Police,0.0,1000,0,V1927
1928,D1928,In1928,I1928,Ambulance,0.0,1000,0,V1928
1929,D1929,In1929,I1929,Ambulance,1.0,5000,0,V1929
1930,D1930,In1930,I1930,None,1.0,9000,0,V1930
1931,D1931,In1931,I1931,None,1.0,7000,0,V1931
1932,D1932,In1932,I1932,Ambulance,0.0,6000,0,V1932
1933,D1933,In1933,I1933,None,1.0,1000,0,V1933
1934,D1934,In1934,I1934,None,1.0,9000,0,V1934
1935,D1935,In1935,I1935,Police,1.0,5000,0,V1935
1936,D1936,In1936,I1936,Other,0.0,6000,0,V1936
1937,D1937,In1937,I1937,Ambulance,0.0,9000,0,V1937
1938,D1938,In1938,I1938,None,0.0,7000,0,V1938
1939,D1939,In1939,I1939,Ambulance,1.0,2000,0,V1939
1940,D1940,In1940,I1940,Ambulance,1.0,10000,0,V1940
1941,D1941,In1941,I1941,Police,1.0,2000,0,V1941
1942,D1942,In1942,I1942,Police,0.0,7000,0,V1942
1943,D1943,In1943,I1943,Other,1.0,5000,0,V1943
1944,D1944,In1944,I1944,Police,1.0,7000,0,V1944
1945,D1945,In1945,I1945,Ambulance,1.0,3000,0,V1945
1946,D1946,In1946,I1946,Ambulance,0.0,10000,0,V1946
1947,D1947,In1947,I1947,Ambulance,1.0,5000,0,V1947
1948,D1948,In1948,I1948,Ambulance,0.0,9000,0,V1948
1949,D1949,In1949,I1949,None,0.0,1000,0,V1949
1950,D1950,In1950,I1950,None,1.0,9000,0,V1950
1951,D1951,In1951,I1951,Other,0.0,4000,0,V1951
1952,D1952,In1952,I1952,Police,1.0,3000,0,V1952
1953,D1953,In1953,I1953,None,0.0,7000,0,V1953
1954,D1954,In1954,I1954,Police,1.0,5000,0,V1954
1955,D1955,In1955,I1955,Ambulance,1.0,7000,0,V1955
1956,D1956,In1956,I1956,Police,1.0,3000,0,V1956
1957,D1957,In1957,I1957,Police,1.0,10000,0,V1957
1958,D1958,In1958,I1958,Ambulance,1.0,6000,0,V1958
1959,D1959,In1959,I1959,Police,1.0,3000,0,V1959
1960,D1960,In1960,I1960,None,1.0,9000,0,V1960
1961,D1961,In1961,I1961,None,0.0,10000,0,V1961
1962,D1962,In1962,I1962,None,1.0,9000,0,V1962
1963,D1963,In1963,I1963,Ambulance,0.0,2000,0,V1963
1964,D1964,In1964,I1964,Police,1.0,9000,0,V1964
1965,D1965,In1965,I1965,Ambulance,1.0,8000,1,V1965
1966,D1966,In1966,I1966,Ambulance,1.0,3000,0,V1966
1967,D1967,In1967,I1967,Police,1.0,10000,0,V1967
1968,D1968,In1968,I1968,None,1.0,4000,0,V1968
1969,D1969,In1969,I1969,None,1.0,7000,0,V1969
1970,D1970,In1970,I1970,Ambulance,1.0,4000,0,V1970
1971,D1971,In1971,I1971,None,1.0,9000,0,V1971
1972,D1972,In1972,I1972,None,1.0,4000,0,V1972
1973,D1973,In1973,I1973,None,0.0,7000,0,V1973
1974,D1974,In1974,I1974,Ambulance,1.0,9000,0,V1974
1975,D1975,In1975,I1975,Police,1.0,4000,0,V1975
1976,D1976,In1976,I1976,None,0.0,10000,0,V1976
1977,D1977,In1977,I1977,Ambulance,1.0,8000,0,V1977
1978,D1978,In1978,I1978,Ambulance,0.0,4000,0,V1978
1979,D1979,In1979,I1979,Ambulance,1.0,3000,0,V1979
1980,D1980,In1980,I1980,Ambulance,1.0,9000,0,V1980
1981,D1981,In1981,I1981,None,1.0,10000,1,V1981
1982,D1982,In1982,I1982,Police,1.0,10000,0,V1982
1983,D1983,In1983,I1983,None,0.0,3000,0,V1983
1984,D1984,In1984,I1984,Ambulance,1.0,5000,0,V1984
1985,D1985,In1985,I1985,Police,1.0,5000,0,V1985
1986,D1986,In1986,I1986,Ambulance,1.0,9000,0,V1986
1987,D1987,In1987,I1987,Police,1.0,8000,0,V1987
1988,D1988,In1988,I1988,Ambulance,0.0,4000,0,V1988
1989,D1989,In1989,I1989,Ambulance,1.0,5000,0,V1989
1990,D1990,In1990,I1990,Ambulance,1.0,2000,0,V1990
1991,D1991,In1991,I1991,Police,1.0,4000,0,V1991
1992,D1992,In1992,I1992,Other,0.0,6000,0,V1992
1993,D1993,In1993,I1993,Other,1.0,4000,0,V1993
1994,D1994,In1994,I1994,Police,1.0,5000,0,V1994
1995,D1995,In1995,I1995,Ambulance,1.0,10000,0,V1995
1996,D1996,In1996,I1996,Ambulance,1.0,4000,0,V1996
1997,D1997,In1997,I1997,Ambulance,0.0,3000,0,V1997
1998,D1998,In1998,I1998,Police,0.0,3000,0,V1998
1999,D1999,In1999,I1999,Ambulance,1.0,9000,0,V1999
2000,D2000,In2000,I2000,None,1.0,2000,0,V2000
2001,D2001,In2001,I2001,Police,1.0,8000,0,V2001
2002,D2002,In2002,I2002,Ambulance,1.0,8000,0,V2002
2003,D2003,In2003,I2003,Ambulance,1.0,8000,0,V2003
2004,D2004,In2004,I2004,Ambulance,0.0,1000,0,V2004
2005,D2005,In2005,I2005,Ambulance,1.0,8000,0,V2005
2006,D2006,In2006,I2006,Ambulance,1.0,4000,1,V2006
2007,D2007,In2007,I2007,Police,1.0,2000,0,V2007
2008,D2008,In2008,I2008,Police,0.0,3000,0,V2008
2009,D2009,In2009,I2009,Ambulance,0.0,5000,0,V2009
2010,D2010,In2010,I2010,Police,1.0,10000,0,V2010
2011,D2011,In2011,I2011,Police,1.0,10000,1,V2011
2012,D2012,In2012,I2012,Police,1.0,3000,0,V2012
2013,D2013,In2013,I2013,Other,0.0,8000,0,V2013
2014,D2014,In2014,I2014,None,1.0,1000,0,V2014
2015,D2015,In2015,I2015,Ambulance,0.0,4000,0,V2015
2016,D2016,In2016,I2016,None,1.0,1000,0,V2016
2017,D2017,In2017,I2017,Other,1.0,5000,0,V2017
2018,D2018,In2018,I2018,Other,1.0,4000,0,V2018
2019,D2019,In2019,I2019,Police,1.0,6000,0,V2019
2020,D2020,In2020,I2020,Ambulance,1.0,3000,0,V2020
2021,D2021,In2021,I2021,Ambulance,1.0,9000,0,V2021
2022,D2022,In2022,I2022,Ambulance,0.0,10000,0,V2022
2023,D2023,In2023,I2023,Ambulance,1.0,2000,0,V2023
2024,D2024,In2024,I2024,Police,1.0,4000,0,V2024
2025,D2025,In2025,I2025,Ambulance,1.0,9000,0,V2025
2026,D2026,In2026,I2026,Ambulance,1.0,8000,0,V2026
2027,D2027,In2027,I2027,Police,1.0,1000,0,V2027
2028,D2028,In2028,I2028,Other,1.0,1000,0,V2028
2029,D2029,In2029,I2029,None,1.0,2000,1,V2029
2030,D2030,In2030,I2030,Ambulance,0.0,5000,0,V2030
2031,D2031,In2031,I2031,Police,0.0,6000,0,V2031
2032,D2032,In2032,I2032,Ambulance,1.0,10000,0,V2032
2033,D2033,In2033,I2033,Ambulance,1.0,4000,0,V2033
2034,D2034,In2034,I2034,Police,1.0,1000,0,V2034
2035,D2035,In2035,I2035,Ambulance,1.0,2000,0,V2035
2036,D2036,In2036,I2036,Ambulance,1.0,10000,0,V2036
2037,D2037,In2037,I2037,Ambulance,1.0,4000,0,V2037
2038,D2038,In2038,I2038,Police,1.0,7000,0,V2038
2039,D2039,In2039,I2039,Ambulance,1.0,1000,0,V2039
2040,D2040,In2040,I2040,Ambulance,1.0,7000,0,V2040
2041,D2041,In2041,I2041,None,0.0,1000,0,V2041
2042,D2042,In2042,I2042,Police,1.0,5000,0,V2042
2043,D2043,In2043,I2043,None,1.0,7000,0,V2043
2044,D2044,In2044,I2044,None,1.0,2000,0,V2044
2045,D2045,In2045,I2045,Police,1.0,3000,0,V2045
2046,D2046,In2046,I2046,Police,0.0,3000,0,V2046
2047,D2047,In2047,I2047,Ambulance,1.0,3000,0,V2047
2048,D2048,In2048,I2048,Police,1.0,1000,0,V2048
2049,D2049,In2049,I2049,None,0.0,6000,0,V2049
2050,D2050,In2050,I2050,Ambulance,1.0,5000,0,V2050
2051,D2051,In2051,I2051,Ambulance,0.0,3000,0,V2051
2052,D2052,In2052,I2052,None,1.0,4000,0,V2052
2053,D2053,In2053,I2053,None,1.0,9000,0,V2053
2054,D2054,In2054,I2054,Ambulance,1.0,1000,0,V2054
2055,D2055,In2055,I2055,Police,1.0,9000,0,V2055
2056,D2056,In2056,I2056,None,1.0,8000,0,V2056
2057,D2057,In2057,I2057,Ambulance,1.0,6000,0,V2057
2058,D2058,In2058,I2058,Ambulance,1.0,9000,0,V2058
2059,D2059,In2059,I2059,Police,1.0,10000,0,V2059
2060,D2060,In2060,I2060,Police,1.0,9000,0,V2060
2061,D2061,In2061,I2061,None,0.0,3000,0,V2061
2062,D2062,In2062,I2062,Ambulance,1.0,1000,0,V2062
2063,D2063,In2063,I2063,None,1.0,8000,0,V2063
2064,D2064,In2064,I2064,Other,1.0,1000,1,V2064
2065,D2065,In2065,I2065,None,0.0,8000,0,V2065
2066,D2066,In2066,I2066,Ambulance,0.0,10000,0,V2066
2067,D2067,In2067,I2067,Police,1.0,3000,0,V2067
2068,D2068,In2068,I2068,Ambulance,1.0,1000,0,V2068
2069,D2069,In2069,I2069,None,1.0,9000,0,V2069
2070,D2070,In2070,I2070,Ambulance,1.0,6000,0,V2070
2071,D2071,In2071,I2071,Ambulance,1.0,9000,0,V2071
2072,D2072,In2072,I2072,None,1.0,9000,0,V2072
2073,D2073,In2073,I2073,Ambulance,1.0,9000,0,V2073
2074,D2074,In2074,I2074,Ambulance,0.0,6000,0,V2074
2075,D2075,In2075,I2075,Police,1.0,4000,0,V2075
2076,D2076,In2076,I2076,None,0.0,3000,0,V2076
2077,D2077,In2077,I2077,Ambulance,1.0,6000,0,V2077
2078,D2078,In2078,I2078,Ambulance,0.0,4000,0,V2078
2079,D2079,In2079,I2079,None,0.0,7000,0,V2079
2080,D2080,In2080,I2080,Ambulance,1.0,7000,0,V2080
2081,D2081,In2081,I2081,Police,1.0,10000,0,V2081
2082,D2082,In2082,I2082,Police,0.0,9000,0,V2082
2083,D2083,In2083,I2083,None,1.0,5000,0,V2083
2084,D2084,In2084,I2084,Police,1.0,8000,0,V2084
2085,D2085,In2085,I2085,None,1.0,9000,0,V2085
2086,D2086,In2086,I2086,Other,1.0,5000,0,V2086
2087,D2087,In2087,I2087,Ambulance,1.0,1000,0,V2087
2088,D2088,In2088,I2088,Ambulance,1.0,2000,0,V2088
2089,D2089,In2089,I2089,Ambulance,1.0,6000,0,V2089
2090,D2090,In2090,I2090,Ambulance,1.0,2000,1,V2090
2091,D2091,In2091,I2091,None,1.0,8000,0,V2091
2092,D2092,In2092,I2092,Ambulance,1.0,2000,0,V2092
2093,D2093,In2093,I2093,None,1.0,10000,0,V2093
2094,D2094,In2094,I2094,Police,0.0,1000,0,V2094
2095,D2095,In2095,I2095,Police,1.0,3000,0,V2095
2096,D2096,In2096,I2096,Police,0.0,6000,0,V2096
2097,D2097,In2097,I2097,Police,1.0,7000,0,V2097
2098,D2098,In2098,I2098,Ambulance,1.0,1000,0,V2098
2099,D2099,In2099,I2099,Ambulance,1.0,6000,0,V2099
2100,D2100,In2100,I2100,Ambulance,0.0,5000,0,V2100
2101,D2101,In2101,I2101,Ambulance,1.0,4000,0,V2101
2102,D2102,In2102,I2102,Police,1.0,7000,0,V2102
2103,D2103,In2103,I2103,None,1.0,3000,0,V2103
2104,D2104,In2104,I2104,Police,1.0,3000,0,V2104
2105,D2105,In2105,I2105,Other,0.0,10000,0,V2105
2106,D2106,In2106,I2106,Other,1.0,10000,0,V2106
2107,D2107,In2107,I2107,None,0.0,7000,0,V2107
2108,D2108,In2108,I2108,Police,1.0,5000,0,V2108
2109,D2109,In2109,I2109,Police,1.0,7000,0,V2109
2110,D2110,In2110,I2110,None,0.0,8000,0,V2110
2111,D2111,In2111,I2111,Ambulance,1.0,9000,0,V2111
2112,D2112,In2112,I2112,None,1.0,8000,0,V2112
2113,D2113,In2113,I2113,Ambulance,0.0,2000,0,V2113
2114,D2114,In2114,I2114,Ambulance,1.0,2000,0,V2114
2115,D2115,In2115,I2115,Police,0.0,5000,0,V2115
2116,D2116,In2116,I2116,Ambulance,0.0,8000,0,V2116
2117,D2117,In2117,I2117,Other,1.0,10000,0,V2117
2118,D2118,In2118,I2118,Ambulance,0.0,9000,0,V2118
2119,D2119,In2119,I2119,Police,1.0,8000,0,V2119
2120,D2120,In2120,I2120,Police,1.0,6000,0,V2120
2121,D2121,In2121,I2121,Police,0.0,4000,0,V2121
2122,D2122,In2122,I2122,Ambulance,1.0,5000,1,V2122
2123,D2123,In2123,I2123,Ambulance,1.0,1000,0,V2123
2124,D2124,In2124,I2124,None,1.0,5000,0,V2124
2125,D2125,In2125,I2125,None,1.0,6000,0,V2125
2126,D2126,In2126,I2126,Ambulance,0.0,9000,0,V2126
2127,D2127,In2127,I2127,Other,1.0,6000,0,V2127
2128,D2128,In2128,I2128,Police,1.0,4000,1,V2128
2129,D2129,In2129,I2129,Ambulance,1.0,4000,0,V2129
2130,D2130,In2130,I2130,Ambulance,1.0,10000,0,V2130
2131,D2131,In2131,I2131,Ambulance,1.0,9000,0,V2131
2132,D2132,In2132,I2132,Ambulance,0.0,10000,0,V2132
2133,D2133,In2133,I2133,Police,0.0,4000,0,V2133
2134,D2134,In2134,I2134,Ambulance,0.0,4000,0,V2134
2135,D2135,In2135,I2135,Ambulance,0.0,7000,0,V2135
2136,D2136,In2136,I2136,Police,1.0,9000,0,V2136
2137,D2137,In2137,I2137,Police,1.0,7000,0,V2137
2138,D2138,In2138,I2138,Ambulance,1.0,6000,0,V2138
2139,D2139,In2139,I2139,Ambulance,1.0,10000,1,V2139
2140,D2140,In2140,I2140,Ambulance,1.0,8000,0,V2140
2141,D2141,In2141,I2141,Police,1.0,6000,0,V2141
2142,D2142,In2142,I2142,Police,1.0,6000,0,V2142
2143,D2143,In2143,I2143,Police,1.0,1000,0,V2143
2144,D2144,In2144,I2144,None,1.0,3000,0,V2144
2145,D2145,In2145,I2145,None,0.0,2000,0,V2145
2146,D2146,In2146,I2146,Police,1.0,10000,0,V2146
2147,D2147,In2147,I2147,Ambulance,0.0,6000,0,V2147
2148,D2148,In2148,I2148,Police,1.0,6000,0,V2148
2149,D2149,In2149,I2149,Ambulance,1.0,7000,0,V2149
2150,D2150,In2150,I2150,Ambulance,1.0,9000,0,V2150
2151,D2151,In2151,I2151,Ambulance,1.0,2000,0,V2151
2152,D2152,In2152,I2152,Ambulance,1.0,2000,0,V2152
2153,D2153,In2153,I2153,Police,1.0,6000,0,V2153
2154,D2154,In2154,I2154,None,1.0,9000,0,V2154
2155,D2155,In2155,I2155,None,0.0,9000,0,V2155
2156,D2156,In2156,I2156,Ambulance,1.0,2000,0,V2156
2157,D2157,In2157,I2157,Police,1.0,3000,0,V2157
2158,D2158,In2158,I2158,Ambulance,1.0,2000,0,V2158
2159,D2159,In2159,I2159,Ambulance,0.0,9000,0,V2159
2160,D2160,In2160,I2160,Police,0.0,9000,0,V2160
2161,D2161,In2161,I2161,Other,1.0,7000,0,V2161
2162,D2162,In2162,I2162,Ambulance,0.0,10000,0,V2162
2163,D2163,In2163,I2163,Ambulance,1.0,9000,0,V2163
2164,D2164,In2164,I2164,Ambulance,1.0,1000,0,V2164
2165,D2165,In2165,I2165,None,0.0,9000,0,V2165
2166,D2166,In2166,I2166,Police,1.0,8000,0,V2166
2167,D2167,In2167,I2167,Ambulance,1.0,5000,0,V2167
2168,D2168,In2168,I2168,Police,1.0,4000,0,V2168
2169,D2169,In2169,I2169,Other,1.0,10000,0,V2169
2170,D2170,In2170,I2170,Ambulance,0.0,6000,0,V2170
2171,D2171,In2171,I2171,Police,1.0,6000,0,V2171
2172,D2172,In2172,I2172,None,1.0,5000,0,V2172
2173,D2173,In2173,I2173,None,0.0,8000,0,V2173
2174,D2174,In2174,I2174,None,1.0,8000,1,V2174
2175,D2175,In2175,I2175,None,1.0,1000,0,V2175
2176,D2176,In2176,I2176,Police,0.0,9000,0,V2176
2177,D2177,In2177,I2177,Ambulance,1.0,2000,0,V2177
2178,D2178,In2178,I2178,Police,1.0,9000,0,V2178
2179,D2179,In2179,I2179,None,0.0,6000,0,V2179
2180,D2180,In2180,I2180,Ambulance,0.0,3000,0,V2180
2181,D2181,In2181,I2181,None,1.0,8000,0,V2181
2182,D2182,In2182,I2182,None,1.0,10000,0,V2182
2183,D2183,In2183,I2183,Ambulance,1.0,1000,0,V2183
2184,D2184,In2184,I2184,None,1.0,7000,0,V2184
2185,D2185,In2185,I2185,None,1.0,8000,0,V2185
2186,D2186,In2186,I2186,None,1.0,7000,0,V2186
2187,D2187,In2187,I2187,Ambulance,0.0,7000,0,V2187
2188,D2188,In2188,I2188,Other,0.0,10000,0,V2188
2189,D2189,In2189,I2189,Police,1.0,9000,0,V2189
2190,D2190,In2190,I2190,None,0.0,8000,0,V2190
2191,D2191,In2191,I2191,Ambulance,1.0,5000,0,V2191
2192,D2192,In2192,I2192,None,0.0,1000,0,V2192
2193,D2193,In2193,I2193,Other,1.0,8000,0,V2193
2194,D2194,In2194,I2194,None,0.0,7000,0,V2194
2195,D2195,In2195,I2195,None,1.0,7000,0,V2195
2196,D2196,In2196,I2196,Ambulance,1.0,9000,0,V2196
2197,D2197,In2197,I2197,Police,0.0,2000,0,V2197
2198,D2198,In2198,I2198,Police,1.0,7000,0,V2198
2199,D2199,In2199,I2199,Police,1.0,3000,0,V2199
2200,D2200,In2200,I2200,Ambulance,1.0,2000,0,V2200
2201,D2201,In2201,I2201,Police,0.0,7000,0,V2201
2202,D2202,In2202,I2202,Police,1.0,7000,0,V2202
2203,D2203,In2203,I2203,Police,0.0,9000,0,V2203
2204,D2204,In2204,I2204,Police,1.0,8000,0,V2204
2205,D2205,In2205,I2205,Police,0.0,9000,0,V2205
2206,D2206,In2206,I2206,None,1.0,2000,0,V2206
2207,D2207,In2207,I2207,Police,1.0,1000,0,V2207
2208,D2208,In2208,I2208,Ambulance,0.0,9000,0,V2208
2209,D2209,In2209,I2209,None,1.0,4000,0,V2209
2210,D2210,In2210,I2210,Police,1.0,4000,0,V2210
2211,D2211,In2211,I2211,Ambulance,0.0,2000,0,V2211
2212,D2212,In2212,I2212,Ambulance,1.0,7000,0,V2212
2213,D2213,In2213,I2213,Police,1.0,7000,0,V2213
2214,D2214,In2214,I2214,Police,1.0,3000,0,V2214
2215,D2215,In2215,I2215,None,1.0,2000,0,V2215
2216,D2216,In2216,I2216,Other,1.0,6000,0,V2216
2217,D2217,In2217,I2217,Police,0.0,6000,0,V2217
2218,D2218,In2218,I2218,Other,0.0,2000,0,V2218
2219,D2219,In2219,I2219,Ambulance,1.0,5000,0,V2219
2220,D2220,In2220,I2220,Police,1.0,9000,0,V2220
2221,D2221,In2221,I2221,Ambulance,0.0,3000,0,V2221
2222,D2222,In2222,I2222,Ambulance,0.0,6000,0,V2222
2223,D2223,In2223,I2223,Ambulance,1.0,4000,0,V2223
2224,D2224,In2224,I2224,Ambulance,1.0,5000,0,V2224
2225,D2225,In2225,I2225,Police,1.0,10000,0,V2225
2226,D2226,In2226,I2226,Ambulance,1.0,7000,0,V2226
2227,D2227,In2227,I2227,Police,1.0,10000,0,V2227
2228,D2228,In2228,I2228,None,1.0,5000,0,V2228
2229,D2229,In2229,I2229,Police,0.0,2000,0,V2229
2230,D2230,In2230,I2230,Police,1.0,7000,0,V2230
2231,D2231,In2231,I2231,None,0.0,1000,0,V2231
2232,D2232,In2232,I2232,Ambulance,0.0,10000,1,V2232
2233,D2233,In2233,I2233,None,1.0,3000,0,V2233
2234,D2234,In2234,I2234,Ambulance,1.0,10000,0,V2234
2235,D2235,In2235,I2235,None,1.0,2000,1,V2235
2236,D2236,In2236,I2236,None,1.0,6000,0,V2236
2237,D2237,In2237,I2237,Ambulance,1.0,8000,0,V2237
2238,D2238,In2238,I2238,Police,1.0,8000,0,V2238
2239,D2239,In2239,I2239,Ambulance,1.0,3000,0,V2239
2240,D2240,In2240,I2240,Police,1.0,1000,0,V2240
2241,D2241,In2241,I2241,Police,0.0,1000,0,V2241
2242,D2242,In2242,I2242,Police,1.0,9000,0,V2242
2243,D2243,In2243,I2243,Police,1.0,1000,0,V2243
2244,D2244,In2244,I2244,Ambulance,1.0,4000,0,V2244
2245,D2245,In2245,I2245,Police,1.0,10000,0,V2245
2246,D2246,In2246,I2246,None,0.0,5000,0,V2246
2247,D2247,In2247,I2247,Police,1.0,3000,0,V2247
2248,D2248,In2248,I2248,Police,1.0,7000,0,V2248
2249,D2249,In2249,I2249,None,1.0,9000,0,V2249
2250,D2250,In2250,I2250,Ambulance,0.0,3000,0,V2250
2251,D2251,In2251,I2251,None,0.0,9000,0,V2251
2252,D2252,In2252,I2252,None,1.0,10000,0,V2252
2253,D2253,In2253,I2253,Police,1.0,10000,0,V2253
2254,D2254,In2254,I2254,Ambulance,1.0,3000,0,V2254
2255,D2255,In2255,I2255,Ambulance,1.0,7000,0,V2255
2256,D2256,In2256,I2256,Police,1.0,4000,0,V2256
2257,D2257,In2257,I2257,Police,1.0,1000,0,V2257
2258,D2258,In2258,I2258,Ambulance,1.0,8000,0,V2258
2259,D2259,In2259,I2259,Ambulance,1.0,3000,0,V2259
2260,D2260,In2260,I2260,Police,1.0,2000,0,V2260
2261,D2261,In2261,I2261,Ambulance,1.0,4000,0,V2261
2262,D2262,In2262,I2262,None,1.0,6000,0,V2262
2263,D2263,In2263,I2263,Other,1.0,9000,0,V2263
2264,D2264,In2264,I2264,Other,1.0,10000,0,V2264
2265,D2265,In2265,I2265,None,1.0,5000,0,V2265
2266,D2266,In2266,I2266,Ambulance,0.0,2000,0,V2266
2267,D2267,In2267,I2267,Other,0.0,5000,0,V2267
2268,D2268,In2268,I2268,Ambulance,1.0,7000,0,V2268
2269,D2269,In2269,I2269,Police,1.0,1000,0,V2269
2270,D2270,In2270,I2270,Ambulance,1.0,9000,0,V2270
2271,D2271,In2271,I2271,Police,1.0,1000,0,V2271
2272,D2272,In2272,I2272,Ambulance,1.0,9000,0,V2272
2273,D2273,In2273,I2273,Ambulance,1.0,7000,0,V2273
2274,D2274,In2274,I2274,Police,1.0,7000,0,V2274
2275,D2275,In2275,I2275,Ambulance,1.0,9000,0,V2275
2276,D2276,In2276,I2276,None,1.0,10000,0,V2276
2277,D2277,In2277,I2277,Police,1.0,3000,0,V2277
2278,D2278,In2278,I2278,Police,1.0,7000,0,V2278
2279,D2279,In2279,I2279,Police,1.0,4000,0,V2279
2280,D2280,In2280,I2280,Police,1.0,9000,0,V2280
2281,D2281,In2281,I2281,None,1.0,1000,0,V2281
2282,D2282,In2282,I2282,None,0.0,3000,0,V2282
2283,D2283,In2283,I2283,Police,1.0,1000,0,V2283
2284,D2284,In2284,I2284,Police,1.0,6000,0,V2284
2285,D2285,In2285,I2285,Police,1.0,7000,0,V2285
2286,D2286,In2286,I2286,Other,0.0,6000,0,V2286
2287,D2287,In2287,I2287,Police,0.0,1000,0,V2287
2288,D2288,In2288,I2288,Ambulance,1.0,6000,0,V2288
2289,D2289,In2289,I2289,Other,1.0,5000,0,V2289
2290,D2290,In2290,I2290,Other,1.0,9000,0,V2290
2291,D2291,In2291,I2291,None,1.0,2000,0,V2291
2292,D2292,In2292,I2292,Ambulance,0.0,6000,0,V2292
2293,D2293,In2293,I2293,None,1.0,1000,0,V2293
2294,D2294,In2294,I2294,Ambulance,1.0,3000,0,V2294
2295,D2295,In2295,I2295,Police,1.0,4000,0,V2295
2296,D2296,In2296,I2296,Police,1.0,2000,0,V2296
2297,D2297,In2297,I2297,Ambulance,0.0,7000,0,V2297
2298,D2298,In2298,I2298,Ambulance,1.0,2000,0,V2298
2299,D2299,In2299,I2299,Ambulance,1.0,5000,0,V2299
2300,D2300,In2300,I2300,Police,1.0,4000,0,V2300
2301,D2301,In2301,I2301,Ambulance,1.0,3000,0,V2301
2302,D2302,In2302,I2302,Police,1.0,4000,0,V2302
2303,D2303,In2303,I2303,None,1.0,3000,0,V2303
2304,D2304,In2304,I2304,Ambulance,0.0,8000,1,V2304
2305,D2305,In2305,I2305,Ambulance,1.0,8000,0,V2305
2306,D2306,In2306,I2306,None,0.0,7000,1,V2306
2307,D2307,In2307,I2307,Police,1.0,2000,0,V2307
2308,D2308,In2308,I2308,Police,1.0,7000,0,V2308
2309,D2309,In2309,I2309,Police,1.0,1000,0,V2309
2310,D2310,In2310,I2310,None,1.0,2000,0,V2310
2311,D2311,In2311,I2311,Police,1.0,7000,0,V2311
2312,D2312,In2312,I2312,Ambulance,1.0,7000,1,V2312
2313,D2313,In2313,I2313,Police,0.0,3000,0,V2313
2314,D2314,In2314,I2314,Police,1.0,5000,0,V2314
2315,D2315,In2315,I2315,None,1.0,3000,0,V2315
2316,D2316,In2316,I2316,Police,1.0,6000,0,V2316
2317,D2317,In2317,I2317,Ambulance,1.0,10000,0,V2317
2318,D2318,In2318,I2318,Ambulance,1.0,6000,0,V2318
2319,D2319,In2319,I2319,Police,1.0,3000,1,V2319
2320,D2320,In2320,I2320,Ambulance,1.0,2000,0,V2320
2321,D2321,In2321,I2321,Police,1.0,1000,0,V2321
2322,D2322,In2322,I2322,Police,1.0,2000,0,V2322
2323,D2323,In2323,I2323,Police,1.0,4000,0,V2323
2324,D2324,In2324,I2324,None,1.0,5000,0,V2324
2325,D2325,In2325,I2325,None,1.0,9000,0,V2325
2326,D2326,In2326,I2326,Other,0.0,6000,0,V2326
2327,D2327,In2327,I2327,Other,1.0,1000,0,V2327
2328,D2328,In2328,I2328,Ambulance,0.0,6000,0,V2328
2329,D2329,In2329,I2329,None,1.0,5000,0,V2329
2330,D2330,In2330,I2330,Other,0.0,8000,0,V2330
2331,D2331,In2331,I2331,Police,0.0,8000,0,V2331
2332,D2332,In2332,I2332,Ambulance,1.0,10000,1,V2332
2333,D2333,In2333,I2333,None,0.0,10000,0,V2333
2334,D2334,In2334,I2334,Other,1.0,4000,0,V2334
2335,D2335,In2335,I2335,Ambulance,1.0,8000,0,V2335
2336,D2336,In2336,I2336,Police,1.0,8000,0,V2336
2337,D2337,In2337,I2337,None,0.0,7000,0,V2337
2338,D2338,In2338,I2338,Other,0.0,4000,0,V2338
2339,D2339,In2339,I2339,Police,1.0,9000,0,V2339
2340,D2340,In2340,I2340,Ambulance,1.0,5000,0,V2340
2341,D2341,In2341,I2341,Ambulance,1.0,3000,0,V2341
2342,D2342,In2342,I2342,None,1.0,10000,0,V2342
