IncidentID,accidentType,incidentSeverity,incidentTime,numVehiclesInvolved,numBodilyInjuries
I1707,Multi-vehicle Collision,Minor Loss,10.0,3.0,0.0
I1708,Multi-vehicle Collision,Minor Loss,10.0,3.0,1.0
I1709,Multi-vehicle Collision,Total Loss,18.0,3.0,1.0
I1710,Vehicle Theft,Major Loss,17.0,1.0,1.0
I1711,Multi-vehicle Collision,Major Loss,8.0,3.0,0.0
I1712,Single Vehicle Collision,Major Loss,21.0,1.0,0.0
I1713,Single Vehicle Collision,Total Loss,2.0,1.0,1.0
I1714,Single Vehicle Collision,Minor Loss,19.0,1.0,1.0
I1715,Multi-vehicle Collision,Minor Loss,15.0,3.0,1.0
I1716,Multi-vehicle Collision,Major Loss,0.0,3.0,0.0
I1717,Single Vehicle Collision,Major Loss,2.0,1.0,1.0
I1718,Single Vehicle Collision,Minor Loss,23.0,1.0,0.0
I1719,Multi-vehicle Collision,Minor Loss,6.0,4.0,1.0
I1720,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I1721,Single Vehicle Collision,Total Loss,23.0,1.0,1.0
I1722,Parked Car,Minor Loss,9.0,1.0,1.0
I1723,Multi-vehicle Collision,Major Loss,8.0,3.0,1.0
I1724,Vehicle Theft,Major Loss,20.0,1.0,1.0
I1725,Multi-vehicle Collision,Major Loss,21.0,3.0,1.0
I1726,Vehicle Theft,Major Loss,9.0,1.0,0.0
I1727,Single Vehicle Collision,Minor Loss,10.0,1.0,1.0
I1728,Parked Car,Minor Loss,18.0,1.0,1.0
I1729,Single Vehicle Collision,Total Loss,5.0,1.0,1.0
I1730,Multi-vehicle Collision,Total Loss,2.0,4.0,0.0
I1731,Single Vehicle Collision,Minor Loss,18.0,1.0,1.0
I1732,Multi-vehicle Collision,Total Loss,19.0,3.0,1.0
I1733,Multi-vehicle Collision,Minor Loss,6.0,4.0,1.0
I1734,Multi-vehicle Collision,Major Loss,13.0,3.0,1.0
I1735,Single Vehicle Collision,Total Loss,3.0,1.0,1.0
I1736,Single Vehicle Collision,Major Loss,5.0,1.0,1.0
I1737,Multi-vehicle Collision,Major Loss,15.0,4.0,1.0
I1738,Single Vehicle Collision,Minor Loss,17.0,1.0,0.0
I1739,Multi-vehicle Collision,Minor Loss,1.0,2.0,1.0
I1740,Multi-vehicle Collision,Minor Loss,18.0,3.0,0.0
I1741,Multi-vehicle Collision,Major Loss,13.0,2.0,1.0
I1742,Parked Car,Total Loss,12.0,1.0,0.0
I1743,Multi-vehicle Collision,Major Loss,18.0,3.0,1.0
I1744,Multi-vehicle Collision,Total Loss,13.0,3.0,1.0
I1745,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I1746,Multi-vehicle Collision,Major Loss,10.0,3.0,1.0
I1747,Vehicle Theft,Major Loss,6.0,1.0,1.0
I1748,Single Vehicle Collision,Major Loss,18.0,1.0,1.0
I1749,Parked Car,Major Loss,9.0,1.0,1.0
I1750,Single Vehicle Collision,Total Loss,11.0,1.0,0.0
I1751,Multi-vehicle Collision,Total Loss,0.0,3.0,1.0
I1752,Single Vehicle Collision,Minor Loss,6.0,1.0,1.0
I1753,Parked Car,Minor Loss,4.0,1.0,1.0
I1754,Single Vehicle Collision,Total Loss,15.0,1.0,1.0
I1755,Multi-vehicle Collision,Total Loss,12.0,3.0,1.0
I1756,Vehicle Theft,Minor Loss,18.0,1.0,1.0
I1757,Multi-vehicle Collision,Minor Loss,5.0,2.0,1.0
I1758,Multi-vehicle Collision,Major Loss,19.0,3.0,1.0
I1759,Multi-vehicle Collision,Major Loss,10.0,4.0,1.0
I1760,Multi-vehicle Collision,Minor Loss,12.0,3.0,1.0
I1761,Vehicle Theft,Minor Loss,2.0,1.0,1.0
I1762,Single Vehicle Collision,Major Loss,7.0,1.0,0.0
I1763,Single Vehicle Collision,Minor Loss,5.0,1.0,0.0
I1764,Multi-vehicle Collision,Major Loss,11.0,3.0,0.0
I1765,Vehicle Theft,Minor Loss,5.0,1.0,1.0
I1766,Parked Car,Total Loss,23.0,1.0,1.0
I1767,Parked Car,Total Loss,11.0,1.0,1.0
I1768,Multi-vehicle Collision,Total Loss,12.0,3.0,1.0
I1769,Parked Car,Minor Loss,11.0,1.0,1.0
I1770,Single Vehicle Collision,Total Loss,10.0,1.0,0.0
I1771,Single Vehicle Collision,Total Loss,17.0,1.0,0.0
I1772,Multi-vehicle Collision,Major Loss,10.0,3.0,1.0
I1773,Multi-vehicle Collision,Major Loss,10.0,2.0,1.0
I1774,Multi-vehicle Collision,Total Loss,6.0,3.0,1.0
I1775,Parked Car,Major Loss,15.0,1.0,1.0
I1776,Multi-vehicle Collision,Minor Loss,0.0,3.0,0.0
I1777,Single Vehicle Collision,Minor Loss,0.0,1.0,1.0
I1778,Single Vehicle Collision,Minor Loss,15.0,1.0,1.0
I1779,Single Vehicle Collision,Major Loss,9.0,1.0,1.0
I1780,Vehicle Theft,Total Loss,11.0,1.0,1.0
I1781,Multi-vehicle Collision,Major Loss,19.0,3.0,1.0
I1782,Single Vehicle Collision,Minor Loss,21.0,1.0,0.0
I1783,Vehicle Theft,Total Loss,3.0,1.0,1.0
I1784,Single Vehicle Collision,Minor Loss,3.0,1.0,1.0
I1785,Multi-vehicle Collision,Minor Loss,6.0,3.0,1.0
I1786,Multi-vehicle Collision,Total Loss,10.0,3.0,1.0
I1787,Multi-vehicle Collision,Major Loss,17.0,3.0,0.0
I1788,Multi-vehicle Collision,Minor Loss,17.0,3.0,1.0
I1789,Single Vehicle Collision,Total Loss,6.0,1.0,1.0
I1790,Multi-vehicle Collision,Major Loss,17.0,3.0,0.0
I1791,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I1792,Multi-vehicle Collision,Total Loss,15.0,3.0,0.0
I1793,Single Vehicle Collision,Total Loss,20.0,1.0,0.0
I1794,Multi-vehicle Collision,Major Loss,12.0,3.0,1.0
I1795,Parked Car,Minor Loss,23.0,1.0,1.0
I1796,Parked Car,Major Loss,7.0,1.0,1.0
I1797,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I1798,Multi-vehicle Collision,Minor Loss,3.0,4.0,0.0
I1799,Multi-vehicle Collision,Major Loss,14.0,3.0,1.0
I1800,Single Vehicle Collision,Major Loss,19.0,1.0,0.0
I1801,Multi-vehicle Collision,Minor Loss,9.0,3.0,1.0
I1802,Single Vehicle Collision,Major Loss,16.0,1.0,1.0
I1803,Multi-vehicle Collision,Major Loss,8.0,3.0,0.0
I1804,Multi-vehicle Collision,Total Loss,23.0,3.0,0.0
I1805,Single Vehicle Collision,Minor Loss,20.0,1.0,1.0
I1806,Single Vehicle Collision,Minor Loss,21.0,1.0,1.0
I1807,Parked Car,Minor Loss,5.0,1.0,1.0
I1808,Multi-vehicle Collision,Total Loss,15.0,4.0,1.0
I1809,Vehicle Theft,Major Loss,15.0,1.0,1.0
I1810,Single Vehicle Collision,Major Loss,21.0,1.0,1.0
I1811,Multi-vehicle Collision,Major Loss,20.0,3.0,1.0
I1812,Single Vehicle Collision,Total Loss,14.0,1.0,1.0
I1813,Multi-vehicle Collision,Minor Loss,23.0,3.0,0.0
I1814,Vehicle Theft,Total Loss,21.0,1.0,1.0
I1815,Multi-vehicle Collision,Total Loss,20.0,3.0,0.0
I1816,Multi-vehicle Collision,Minor Loss,12.0,3.0,0.0
I1817,Multi-vehicle Collision,Total Loss,3.0,3.0,0.0
I1818,Multi-vehicle Collision,Total Loss,1.0,3.0,1.0
I1819,Single Vehicle Collision,Total Loss,5.0,1.0,1.0
I1820,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I1821,Single Vehicle Collision,Total Loss,21.0,1.0,1.0
I1822,Multi-vehicle Collision,Total Loss,22.0,3.0,0.0
I1823,Single Vehicle Collision,Minor Loss,17.0,1.0,0.0
I1824,Multi-vehicle Collision,Total Loss,0.0,3.0,1.0
I1825,Multi-vehicle Collision,Total Loss,5.0,3.0,0.0
I1826,Parked Car,Major Loss,4.0,1.0,1.0
I1827,Multi-vehicle Collision,Total Loss,12.0,3.0,1.0
I1828,Vehicle Theft,Major Loss,10.0,1.0,1.0
I1829,Single Vehicle Collision,Total Loss,10.0,1.0,1.0
I1830,Multi-vehicle Collision,Major Loss,5.0,3.0,1.0
I1831,Single Vehicle Collision,Major Loss,8.0,1.0,1.0
I1832,Multi-vehicle Collision,Minor Loss,4.0,2.0,1.0
I1833,Single Vehicle Collision,Minor Loss,7.0,1.0,1.0
I1834,Single Vehicle Collision,Major Loss,21.0,1.0,1.0
I1835,Single Vehicle Collision,Total Loss,23.0,1.0,1.0
I1836,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I1837,Vehicle Theft,Major Loss,4.0,1.0,0.0
I1838,Multi-vehicle Collision,Major Loss,7.0,2.0,1.0
I1839,Multi-vehicle Collision,Minor Loss,18.0,4.0,1.0
I1840,Single Vehicle Collision,Major Loss,19.0,1.0,1.0
I1841,Multi-vehicle Collision,Minor Loss,9.0,3.0,0.0
I1842,Multi-vehicle Collision,Minor Loss,4.0,3.0,0.0
I1843,Multi-vehicle Collision,Total Loss,22.0,3.0,0.0
I1844,Single Vehicle Collision,Minor Loss,6.0,1.0,1.0
I1845,Single Vehicle Collision,Major Loss,3.0,1.0,0.0
I1846,Vehicle Theft,Minor Loss,1.0,1.0,0.0
I1847,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I1848,Multi-vehicle Collision,Major Loss,9.0,3.0,0.0
I1849,Multi-vehicle Collision,Minor Loss,11.0,3.0,1.0
I1850,Single Vehicle Collision,Total Loss,2.0,1.0,0.0
I1851,Vehicle Theft,Total Loss,19.0,1.0,1.0
I1852,Single Vehicle Collision,Minor Loss,0.0,1.0,1.0
I1853,Multi-vehicle Collision,Minor Loss,1.0,3.0,1.0
I1854,Single Vehicle Collision,Minor Loss,1.0,1.0,1.0
I1855,Parked Car,Total Loss,23.0,1.0,1.0
I1856,Single Vehicle Collision,Minor Loss,19.0,1.0,1.0
I1857,Multi-vehicle Collision,Minor Loss,13.0,3.0,1.0
I1858,Single Vehicle Collision,Minor Loss,9.0,1.0,0.0
I1859,Multi-vehicle Collision,Major Loss,19.0,3.0,0.0
I1860,Multi-vehicle Collision,Total Loss,13.0,2.0,1.0
I1861,Parked Car,Major Loss,2.0,1.0,0.0
I1862,Parked Car,Total Loss,23.0,1.0,1.0
I1863,Multi-vehicle Collision,Minor Loss,13.0,3.0,0.0
I1864,Multi-vehicle Collision,Total Loss,2.0,3.0,0.0
I1865,Single Vehicle Collision,Total Loss,20.0,1.0,0.0
I1866,Parked Car,Total Loss,19.0,1.0,1.0
I1867,Multi-vehicle Collision,Total Loss,0.0,3.0,0.0
I1868,Multi-vehicle Collision,Minor Loss,14.0,4.0,1.0
I1869,Vehicle Theft,Major Loss,3.0,1.0,1.0
I1870,Single Vehicle Collision,Major Loss,17.0,1.0,1.0
I1871,Vehicle Theft,Total Loss,17.0,1.0,0.0
I1872,Multi-vehicle Collision,Total Loss,7.0,3.0,1.0
I1873,Single Vehicle Collision,Minor Loss,1.0,1.0,0.0
I1874,Multi-vehicle Collision,Total Loss,1.0,3.0,1.0
I1875,Multi-vehicle Collision,Minor Loss,18.0,3.0,1.0
I1876,Single Vehicle Collision,Major Loss,18.0,1.0,0.0
I1877,Single Vehicle Collision,Minor Loss,18.0,1.0,0.0
I1878,Multi-vehicle Collision,Minor Loss,14.0,3.0,1.0
I1879,Vehicle Theft,Total Loss,10.0,1.0,1.0
I1880,Single Vehicle Collision,Total Loss,16.0,1.0,1.0
I1881,Single Vehicle Collision,Minor Loss,19.0,1.0,1.0
I1882,Multi-vehicle Collision,Minor Loss,5.0,3.0,0.0
I1883,Single Vehicle Collision,Total Loss,1.0,1.0,0.0
I1884,Single Vehicle Collision,Minor Loss,8.0,1.0,1.0
I1885,Single Vehicle Collision,Minor Loss,18.0,1.0,1.0
I1886,Multi-vehicle Collision,Minor Loss,17.0,3.0,1.0
I1887,Single Vehicle Collision,Major Loss,21.0,1.0,1.0
I1888,Single Vehicle Collision,Minor Loss,15.0,1.0,1.0
I1889,Multi-vehicle Collision,Minor Loss,10.0,3.0,1.0
I1890,Vehicle Theft,Total Loss,23.0,1.0,1.0
I1891,Single Vehicle Collision,Major Loss,1.0,1.0,0.0
I1892,Single Vehicle Collision,Major Loss,8.0,1.0,1.0
I1893,Single Vehicle Collision,Major Loss,1.0,1.0,0.0
I1894,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I1895,Single Vehicle Collision,Major Loss,5.0,1.0,1.0
I1896,Single Vehicle Collision,Minor Loss,11.0,1.0,1.0
I1897,Vehicle Theft,Minor Loss,14.0,1.0,1.0
I1898,Single Vehicle Collision,Total Loss,6.0,1.0,0.0
I1899,Multi-vehicle Collision,Total Loss,18.0,3.0,1.0
I1900,Multi-vehicle Collision,Total Loss,18.0,3.0,1.0
I1901,Single Vehicle Collision,Total Loss,14.0,1.0,1.0
I1902,Multi-vehicle Collision,Total Loss,8.0,4.0,1.0
I1903,Multi-vehicle Collision,Total Loss,21.0,2.0,1.0
I1904,Multi-vehicle Collision,Minor Loss,12.0,3.0,0.0
I1905,Vehicle Theft,Minor Loss,5.0,1.0,1.0
I1906,Parked Car,Total Loss,1.0,1.0,0.0
I1907,Multi-vehicle Collision,Major Loss,3.0,3.0,1.0
I1908,Multi-vehicle Collision,Minor Loss,11.0,3.0,0.0
I1909,Multi-vehicle Collision,Minor Loss,9.0,3.0,1.0
I1910,Multi-vehicle Collision,Major Loss,16.0,3.0,1.0
I1911,Vehicle Theft,Minor Loss,8.0,1.0,0.0
I1912,Multi-vehicle Collision,Major Loss,9.0,2.0,1.0
I1913,Parked Car,Total Loss,17.0,1.0,0.0
I1914,Multi-vehicle Collision,Total Loss,7.0,3.0,1.0
I1915,Vehicle Theft,Major Loss,6.0,1.0,1.0
I1916,Single Vehicle Collision,Total Loss,23.0,1.0,0.0
I1917,Multi-vehicle Collision,Total Loss,6.0,3.0,0.0
I1918,Multi-vehicle Collision,Minor Loss,16.0,3.0,0.0
I1919,Single Vehicle Collision,Major Loss,11.0,1.0,1.0
I1920,Multi-vehicle Collision,Minor Loss,20.0,3.0,1.0
I1921,Single Vehicle Collision,Major Loss,14.0,1.0,0.0
I1922,Single Vehicle Collision,Minor Loss,19.0,1.0,1.0
I1923,Single Vehicle Collision,Major Loss,6.0,1.0,0.0
I1924,Vehicle Theft,Major Loss,23.0,1.0,1.0
I1925,Single Vehicle Collision,Total Loss,17.0,1.0,1.0
I1926,Vehicle Theft,Minor Loss,6.0,1.0,0.0
I1927,Single Vehicle Collision,Total Loss,13.0,1.0,1.0
I1928,Multi-vehicle Collision,Total Loss,17.0,2.0,1.0
I1929,Single Vehicle Collision,Total Loss,19.0,1.0,1.0
I1930,Multi-vehicle Collision,Total Loss,2.0,3.0,0.0
I1931,Vehicle Theft,Major Loss,4.0,1.0,0.0
I1932,Multi-vehicle Collision,Major Loss,15.0,4.0,1.0
I1933,Multi-vehicle Collision,Total Loss,23.0,2.0,1.0
I1934,Multi-vehicle Collision,Minor Loss,4.0,3.0,1.0
I1935,Single Vehicle Collision,Major Loss,19.0,1.0,1.0
I1936,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I1937,Multi-vehicle Collision,Major Loss,2.0,3.0,1.0
I1938,Multi-vehicle Collision,Total Loss,14.0,3.0,1.0
I1939,Multi-vehicle Collision,Total Loss,22.0,3.0,1.0
I1940,Single Vehicle Collision,Total Loss,4.0,1.0,0.0
I1941,Multi-vehicle Collision,Minor Loss,10.0,4.0,0.0
I1942,Multi-vehicle Collision,Total Loss,6.0,3.0,1.0
I1943,Multi-vehicle Collision,Total Loss,7.0,3.0,1.0
I1944,Single Vehicle Collision,Total Loss,7.0,1.0,0.0
I1945,Multi-vehicle Collision,Total Loss,12.0,3.0,1.0
I1946,Multi-vehicle Collision,Major Loss,17.0,3.0,1.0
I1947,Single Vehicle Collision,Total Loss,6.0,1.0,0.0
I1948,Multi-vehicle Collision,Total Loss,15.0,3.0,1.0
I1949,Single Vehicle Collision,Total Loss,15.0,1.0,1.0
I1950,Single Vehicle Collision,Total Loss,8.0,1.0,0.0
I1951,Multi-vehicle Collision,Minor Loss,2.0,4.0,1.0
I1952,Parked Car,Minor Loss,15.0,1.0,0.0
I1953,Multi-vehicle Collision,Major Loss,4.0,3.0,0.0
I1954,Multi-vehicle Collision,Total Loss,4.0,3.0,1.0
I1955,Multi-vehicle Collision,Total Loss,15.0,3.0,1.0
I1956,Multi-vehicle Collision,Minor Loss,21.0,3.0,1.0
I1957,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I1958,Single Vehicle Collision,Major Loss,23.0,1.0,1.0
I1959,Vehicle Theft,Minor Loss,1.0,1.0,1.0
I1960,Vehicle Theft,Total Loss,15.0,1.0,0.0
I1961,Multi-vehicle Collision,Major Loss,18.0,3.0,0.0
I1962,Single Vehicle Collision,Minor Loss,12.0,1.0,0.0
I1963,Multi-vehicle Collision,Major Loss,13.0,4.0,1.0
I1964,Single Vehicle Collision,Minor Loss,16.0,1.0,1.0
I1965,Multi-vehicle Collision,Total Loss,6.0,3.0,1.0
I1966,Multi-vehicle Collision,Minor Loss,17.0,3.0,0.0
I1967,Single Vehicle Collision,Total Loss,8.0,1.0,1.0
I1968,Single Vehicle Collision,Total Loss,20.0,1.0,1.0
I1969,Multi-vehicle Collision,Total Loss,8.0,3.0,0.0
I1970,Vehicle Theft,Major Loss,3.0,1.0,1.0
I1971,Single Vehicle Collision,Total Loss,4.0,1.0,1.0
I1972,Multi-vehicle Collision,Total Loss,15.0,3.0,1.0
I1973,Parked Car,Major Loss,22.0,1.0,1.0
I1974,Single Vehicle Collision,Minor Loss,21.0,1.0,1.0
I1975,Parked Car,Total Loss,15.0,1.0,0.0
I1976,Multi-vehicle Collision,Total Loss,6.0,3.0,1.0
I1977,Single Vehicle Collision,Minor Loss,4.0,1.0,0.0
I1978,Multi-vehicle Collision,Minor Loss,3.0,3.0,0.0
I1979,Multi-vehicle Collision,Minor Loss,18.0,3.0,1.0
I1980,Single Vehicle Collision,Major Loss,0.0,1.0,1.0
I1981,Parked Car,Total Loss,7.0,1.0,0.0
I1982,Single Vehicle Collision,Major Loss,11.0,1.0,0.0
I1983,Single Vehicle Collision,Major Loss,19.0,1.0,1.0
I1984,Single Vehicle Collision,Minor Loss,11.0,1.0,1.0
I1985,Parked Car,Total Loss,5.0,1.0,1.0
I1986,Single Vehicle Collision,Total Loss,13.0,1.0,0.0
I1987,Vehicle Theft,Major Loss,3.0,1.0,1.0
I1988,Vehicle Theft,Minor Loss,8.0,1.0,0.0
I1989,Multi-vehicle Collision,Minor Loss,5.0,3.0,1.0
I1990,Single Vehicle Collision,Minor Loss,7.0,1.0,0.0
I1991,Multi-vehicle Collision,Major Loss,0.0,3.0,1.0
I1992,Multi-vehicle Collision,Total Loss,13.0,3.0,1.0
I1993,Multi-vehicle Collision,Major Loss,17.0,3.0,0.0
I1994,Single Vehicle Collision,Minor Loss,15.0,1.0,1.0
I1995,Single Vehicle Collision,Total Loss,10.0,1.0,1.0
I1996,Multi-vehicle Collision,Minor Loss,19.0,4.0,1.0
I1997,Single Vehicle Collision,Minor Loss,1.0,1.0,1.0
I1998,Parked Car,Total Loss,17.0,1.0,0.0
I1999,Multi-vehicle Collision,Total Loss,5.0,3.0,1.0
I2000,Single Vehicle Collision,Major Loss,15.0,1.0,1.0
I2001,Single Vehicle Collision,Total Loss,11.0,1.0,1.0
I2002,Multi-vehicle Collision,Minor Loss,2.0,3.0,1.0
I2003,Single Vehicle Collision,Minor Loss,11.0,1.0,1.0
I2004,Single Vehicle Collision,Minor Loss,16.0,1.0,1.0
I2005,Multi-vehicle Collision,Major Loss,2.0,3.0,0.0
I2006,Vehicle Theft,Major Loss,1.0,1.0,1.0
I2007,Single Vehicle Collision,Total Loss,15.0,1.0,0.0
I2008,Multi-vehicle Collision,Total Loss,9.0,4.0,0.0
I2009,Multi-vehicle Collision,Major Loss,9.0,2.0,1.0
I2010,Parked Car,Total Loss,7.0,1.0,1.0
I2011,Single Vehicle Collision,Major Loss,2.0,1.0,1.0
I2012,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I2013,Multi-vehicle Collision,Total Loss,1.0,3.0,1.0
I2014,Single Vehicle Collision,Minor Loss,16.0,1.0,1.0
I2015,Multi-vehicle Collision,Total Loss,0.0,3.0,1.0
I2016,Multi-vehicle Collision,Minor Loss,3.0,3.0,0.0
I2017,Single Vehicle Collision,Minor Loss,16.0,1.0,0.0
I2018,Multi-vehicle Collision,Minor Loss,13.0,3.0,1.0
I2019,Single Vehicle Collision,Total Loss,8.0,1.0,1.0
I2020,Single Vehicle Collision,Total Loss,18.0,1.0,1.0
I2021,Multi-vehicle Collision,Major Loss,10.0,2.0,1.0
I2022,Single Vehicle Collision,Major Loss,4.0,1.0,0.0
I2023,Single Vehicle Collision,Major Loss,14.0,1.0,0.0
I2024,Parked Car,Major Loss,7.0,1.0,0.0
I2025,Single Vehicle Collision,Total Loss,17.0,1.0,0.0
I2026,Vehicle Theft,Minor Loss,11.0,1.0,1.0
I2027,Single Vehicle Collision,Minor Loss,6.0,1.0,0.0
I2028,Multi-vehicle Collision,Minor Loss,8.0,3.0,0.0
I2029,Parked Car,Minor Loss,5.0,1.0,1.0
I2030,Multi-vehicle Collision,Minor Loss,19.0,3.0,1.0
I2031,Single Vehicle Collision,Minor Loss,5.0,1.0,1.0
I2032,Multi-vehicle Collision,Total Loss,7.0,3.0,1.0
I2033,Parked Car,Total Loss,7.0,1.0,0.0
I2034,Parked Car,Minor Loss,7.0,1.0,1.0
I2035,Single Vehicle Collision,Total Loss,19.0,1.0,1.0
I2036,Multi-vehicle Collision,Minor Loss,0.0,3.0,0.0
I2037,Multi-vehicle Collision,Major Loss,19.0,3.0,1.0
I2038,Multi-vehicle Collision,Major Loss,18.0,4.0,1.0
I2039,Multi-vehicle Collision,Total Loss,9.0,3.0,1.0
I2040,Single Vehicle Collision,Minor Loss,10.0,1.0,1.0
I2041,Multi-vehicle Collision,Total Loss,14.0,3.0,0.0
I2042,Multi-vehicle Collision,Total Loss,16.0,3.0,0.0
I2043,Single Vehicle Collision,Total Loss,14.0,1.0,1.0
I2044,Single Vehicle Collision,Total Loss,12.0,1.0,1.0
I2045,Multi-vehicle Collision,Major Loss,17.0,2.0,1.0
I2046,Single Vehicle Collision,Minor Loss,21.0,1.0,0.0
I2047,Single Vehicle Collision,Minor Loss,4.0,1.0,0.0
I2048,Vehicle Theft,Total Loss,8.0,1.0,0.0
I2049,Single Vehicle Collision,Minor Loss,11.0,1.0,1.0
I2050,Parked Car,Total Loss,23.0,1.0,1.0
I2051,Multi-vehicle Collision,Minor Loss,5.0,2.0,0.0
I2052,Multi-vehicle Collision,Minor Loss,18.0,3.0,1.0
I2053,Single Vehicle Collision,Total Loss,11.0,1.0,1.0
I2054,Multi-vehicle Collision,Total Loss,5.0,3.0,1.0
I2055,Vehicle Theft,Total Loss,18.0,1.0,0.0
I2056,Multi-vehicle Collision,Minor Loss,6.0,3.0,1.0
I2057,Multi-vehicle Collision,Total Loss,15.0,3.0,1.0
I2058,Single Vehicle Collision,Major Loss,4.0,1.0,0.0
I2059,Single Vehicle Collision,Minor Loss,0.0,1.0,1.0
I2060,Single Vehicle Collision,Minor Loss,17.0,1.0,0.0
I2061,Single Vehicle Collision,Total Loss,18.0,1.0,0.0
I2062,Multi-vehicle Collision,Total Loss,15.0,3.0,1.0
I2063,Multi-vehicle Collision,Major Loss,12.0,3.0,1.0
I2064,Multi-vehicle Collision,Total Loss,13.0,3.0,1.0
I2065,Single Vehicle Collision,Total Loss,14.0,1.0,1.0
I2066,Multi-vehicle Collision,Major Loss,20.0,3.0,1.0
I2067,Multi-vehicle Collision,Major Loss,1.0,2.0,1.0
I2068,Parked Car,Total Loss,4.0,1.0,1.0
I2069,Vehicle Theft,Minor Loss,22.0,1.0,1.0
I2070,Multi-vehicle Collision,Major Loss,16.0,3.0,1.0
I2071,Multi-vehicle Collision,Major Loss,4.0,3.0,1.0
I2072,Parked Car,Total Loss,5.0,1.0,1.0
I2073,Multi-vehicle Collision,Minor Loss,0.0,3.0,1.0
I2074,Multi-vehicle Collision,Total Loss,4.0,3.0,1.0
I2075,Single Vehicle Collision,Major Loss,1.0,1.0,1.0
I2076,Multi-vehicle Collision,Total Loss,10.0,3.0,1.0
I2077,Multi-vehicle Collision,Major Loss,10.0,4.0,1.0
I2078,Parked Car,Major Loss,8.0,1.0,1.0
I2079,Single Vehicle Collision,Major Loss,9.0,1.0,0.0
I2080,Single Vehicle Collision,Minor Loss,22.0,1.0,0.0
I2081,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I2082,Single Vehicle Collision,Total Loss,22.0,1.0,1.0
I2083,Multi-vehicle Collision,Major Loss,3.0,3.0,0.0
I2084,Parked Car,Minor Loss,3.0,1.0,1.0
I2085,Vehicle Theft,Minor Loss,20.0,1.0,1.0
I2086,Single Vehicle Collision,Total Loss,22.0,1.0,0.0
I2087,Multi-vehicle Collision,Total Loss,14.0,3.0,1.0
I2088,Single Vehicle Collision,Major Loss,0.0,1.0,0.0
I2089,Vehicle Theft,Total Loss,20.0,1.0,1.0
I2090,Single Vehicle Collision,Minor Loss,3.0,1.0,1.0
I2091,Multi-vehicle Collision,Minor Loss,1.0,3.0,1.0
I2092,Multi-vehicle Collision,Total Loss,14.0,4.0,0.0
I2093,Single Vehicle Collision,Total Loss,13.0,1.0,1.0
I2094,Vehicle Theft,Major Loss,19.0,1.0,1.0
I2095,Multi-vehicle Collision,Minor Loss,12.0,3.0,1.0
I2096,Single Vehicle Collision,Minor Loss,20.0,1.0,1.0
I2097,Multi-vehicle Collision,Minor Loss,23.0,3.0,1.0
I2098,Parked Car,Total Loss,4.0,1.0,1.0
I2099,Single Vehicle Collision,Major Loss,22.0,1.0,1.0
I2100,Single Vehicle Collision,Minor Loss,21.0,1.0,1.0
I2101,Multi-vehicle Collision,Total Loss,20.0,3.0,0.0
I2102,Parked Car,Total Loss,7.0,1.0,1.0
I2103,Multi-vehicle Collision,Major Loss,3.0,3.0,0.0
I2104,Vehicle Theft,Minor Loss,6.0,1.0,0.0
I2105,Parked Car,Minor Loss,12.0,1.0,0.0
I2106,Single Vehicle Collision,Minor Loss,0.0,1.0,0.0
I2107,Single Vehicle Collision,Minor Loss,4.0,1.0,0.0
I2108,Multi-vehicle Collision,Total Loss,1.0,3.0,0.0
I2109,Single Vehicle Collision,Total Loss,3.0,1.0,1.0
I2110,Single Vehicle Collision,Total Loss,8.0,1.0,0.0
I2111,Multi-vehicle Collision,Total Loss,0.0,2.0,1.0
I2112,Single Vehicle Collision,Total Loss,20.0,1.0,0.0
I2113,Multi-vehicle Collision,Major Loss,22.0,2.0,1.0
I2114,Multi-vehicle Collision,Major Loss,2.0,4.0,0.0
I2115,Single Vehicle Collision,Major Loss,15.0,1.0,1.0
I2116,Multi-vehicle Collision,Major Loss,8.0,4.0,0.0
I2117,Single Vehicle Collision,Minor Loss,0.0,1.0,1.0
I2118,Multi-vehicle Collision,Major Loss,10.0,3.0,1.0
I2119,Vehicle Theft,Major Loss,13.0,1.0,0.0
I2120,Single Vehicle Collision,Minor Loss,0.0,1.0,1.0
I2121,Single Vehicle Collision,Minor Loss,16.0,1.0,1.0
I2122,Vehicle Theft,Major Loss,9.0,1.0,1.0
I2123,Parked Car,Minor Loss,6.0,1.0,1.0
I2124,Multi-vehicle Collision,Major Loss,6.0,3.0,1.0
I2125,Single Vehicle Collision,Minor Loss,7.0,1.0,1.0
I2126,Parked Car,Minor Loss,4.0,1.0,0.0
I2127,Parked Car,Minor Loss,9.0,1.0,1.0
