accidentType,authoritiesInvolved,driverAge,driverExperience,driverGender,educationLevel,incidentSeverity,incidentTime,index,insuranceAccess,insurancePremium,licenceType,numBodilyInjuries,numVehiclesInvolved,policeReportBool,timeAsCustomer,totalClaimAmount,vehicleAge,fraud
Parked Car,,44.0,25.0,,Bachelor,Major Loss,19.0,1264.0,1000.0,926.0,Full,1.0,1.0,1.0,59.0,8000.0,10.0,0
Multi-vehicle Collision,Ambulance,34.0,14.0,1.0,JD,Minor Damage,11.0,961.0,500.0,1430.0,Full,1.0,3.0,1.0,194.0,57200.0,10.0,0
Multi-vehicle Collision,,60.0,38.0,,Masters,Minor Loss,18.0,2052.0,500.0,1313.0,Full,1.0,3.0,1.0,107.0,4000.0,4.0,0
Single Vehicle Collision,Ambulance,44.0,26.0,1.0,College,Minor Damage,3.0,863.0,1000.0,1653.0,Full,2.0,1.0,-0.0,299.0,54240.0,6.0,0
Single Vehicle Collision,Other,32.0,16.0,,MD,Major Loss,7.0,1029.0,500.0,1106.0,Full,1.0,1.0,1.0,22.0,1000.0,3.0,0
Single Vehicle Collision,Ambulance,26.0,7.0,,High School,Total Loss,7.0,2259.0,2000.0,1238.0,Full,1.0,1.0,1.0,70.0,3000.0,11.0,0
Multi-vehicle Collision,Fire,36.0,15.0,0.0,Masters,Total Loss,20.0,310.0,2000.0,1248.0,Full,2.0,3.0,0.0,165.0,45700.0,7.0,0
Single Vehicle Collision,Ambulance,53.0,31.0,1.0,College,Major Damage,12.0,532.0,1000.0,1028.0,Full,0.0,1.0,0.0,342.0,80960.0,15.0,0
Single Vehicle Collision,Other,33.0,17.0,0.0,High School,Major Damage,15.0,36.0,1000.0,1334.0,Full,2.0,1.0,1.0,147.0,53100.0,20.0,0
Single Vehicle Collision,Police,55.0,37.0,,Bachelor,Major Loss,5.0,1895.0,2000.0,1097.0,Full,1.0,1.0,1.0,102.0,10000.0,20.0,0
Multi-vehicle Collision,Ambulance,54.0,33.0,,High School,Total Loss,11.0,1451.0,2000.0,1030.0,Full,0.0,3.0,1.0,20.0,7000.0,20.0,0
Multi-vehicle Collision,Fire,61.0,39.0,1.0,High School,Major Damage,21.0,12.0,2000.0,1137.0,Full,1.0,3.0,1.0,447.0,114920.0,9.0,0
Single Vehicle Collision,Ambulance,41.0,21.0,,Bachelor,Total Loss,9.0,2436.0,2000.0,1554.0,Full,1.0,1.0,1.0,7.0,4000.0,6.0,1
Single Vehicle Collision,Fire,61.0,43.0,1.0,Masters,Major Damage,23.0,715.0,500.0,1266.0,Full,0.0,1.0,-0.0,475.0,64350.0,17.0,0
Multi-vehicle Collision,Police,27.0,5.0,,Bachelor,Minor Loss,16.0,2217.0,2000.0,1305.0,Full,1.0,3.0,0.0,68.0,6000.0,2.0,0
Single Vehicle Collision,Police,49.0,33.0,1.0,JD,Total Loss,19.0,826.0,2000.0,1239.0,Full,1.0,1.0,0.0,293.0,57310.0,13.0,0
Single Vehicle Collision,Police,30.0,8.0,0.0,College,Minor Damage,22.0,801.0,2000.0,1371.0,Full,0.0,1.0,-0.0,95.0,34800.0,16.0,0
Parked Car,Ambulance,45.0,23.0,,Bachelor,Total Loss,7.0,2033.0,500.0,1677.0,Full,-0.0,1.0,1.0,76.0,4000.0,4.0,0
Single Vehicle Collision,Other,27.0,10.0,,High School,Minor Loss,6.0,1026.0,500.0,854.0,Full,1.0,1.0,0.0,21.0,7000.0,7.0,0
Parked Car,Ambulance,27.0,6.0,,High School,Major Loss,15.0,2221.0,1000.0,1583.0,Full,-0.0,1.0,-0.0,15.0,3000.0,6.0,0
Vehicle Theft,,45.0,23.0,,Bachelor,Total Loss,18.0,1166.0,1000.0,901.0,Full,1.0,1.0,1.0,11.0,4000.0,18.0,1
Multi-vehicle Collision,Fire,28.0,6.0,1.0,Associate,Total Loss,13.0,251.0,500.0,1265.0,Full,-0.0,2.0,-0.0,117.0,55440.0,6.0,0
Single Vehicle Collision,Other,56.0,40.0,,College,Major Loss,23.0,1245.0,2000.0,1471.0,Full,0.0,1.0,1.0,71.0,3000.0,4.0,1
Single Vehicle Collision,Ambulance,49.0,33.0,,Bachelor,Minor Loss,13.0,1207.0,1000.0,1676.0,Full,1.0,1.0,-0.0,116.0,1000.0,15.0,0
Multi-vehicle Collision,Ambulance,28.0,6.0,,Bachelor,Minor Loss,10.0,1889.0,1000.0,1486.0,Full,1.0,3.0,1.0,32.0,4000.0,18.0,0
Single Vehicle Collision,,37.0,16.0,,Masters,Minor Loss,7.0,2125.0,500.0,1371.0,Full,1.0,1.0,1.0,48.0,6000.0,14.0,0
Multi-vehicle Collision,Police,39.0,23.0,,College,Total Loss,8.0,1127.0,500.0,1487.0,Full,1.0,3.0,-0.0,48.0,5000.0,5.0,0
Multi-vehicle Collision,Ambulance,28.0,10.0,,Masters,Major Loss,9.0,1848.0,500.0,871.0,Full,0.0,3.0,-0.0,72.0,5000.0,18.0,1
Multi-vehicle Collision,,55.0,33.0,,Bachelor,Total Loss,11.0,1453.0,500.0,1342.0,Full,1.0,3.0,0.0,49.0,10000.0,12.0,0
Single Vehicle Collision,Other,44.0,24.0,,Masters,Total Loss,22.0,2086.0,1000.0,1358.0,Full,0.0,1.0,1.0,106.0,5000.0,9.0,0
Single Vehicle Collision,Ambulance,58.0,39.0,0.0,Associate,Total Loss,23.0,721.0,2000.0,1192.0,Full,-0.0,1.0,0.0,437.0,55800.0,11.0,0
Multi-vehicle Collision,Ambulance,60.0,40.0,,Bachelor,Minor Loss,5.0,1190.0,2000.0,1440.0,Full,1.0,2.0,1.0,74.0,3000.0,1.0,0
Single Vehicle Collision,Police,26.0,6.0,,Masters,Total Loss,19.0,1425.0,1000.0,1067.0,Full,1.0,1.0,1.0,58.0,6000.0,5.0,0
Multi-vehicle Collision,Police,42.0,24.0,,Masters,Minor Loss,10.0,1941.0,500.0,852.0,Full,-0.0,4.0,1.0,22.0,2000.0,16.0,0
Vehicle Theft,Ambulance,38.0,16.0,,Bachelor,Major Loss,20.0,1112.0,2000.0,1092.0,Full,1.0,1.0,-0.0,116.0,10000.0,17.0,1
Single Vehicle Collision,Police,62.0,43.0,,Bachelor,Total Loss,6.0,1257.0,1000.0,989.0,Full,1.0,1.0,1.0,34.0,7000.0,16.0,0
Single Vehicle Collision,Police,46.0,29.0,0.0,JD,Minor Damage,18.0,232.0,1000.0,1138.0,Full,2.0,1.0,1.0,298.0,33550.0,10.0,0
Multi-vehicle Collision,Ambulance,42.0,21.0,,Bachelor,Minor Loss,19.0,2159.0,2000.0,1410.0,Full,1.0,3.0,-0.0,31.0,9000.0,5.0,0
Single Vehicle Collision,,26.0,10.0,,Masters,Minor Loss,7.0,1833.0,1000.0,1063.0,Full,1.0,1.0,1.0,63.0,4000.0,12.0,0
Single Vehicle Collision,Ambulance,29.0,13.0,1.0,Associate,Major Damage,9.0,377.0,500.0,974.0,Full,1.0,1.0,0.0,72.0,66200.0,2.0,0
Single Vehicle Collision,Police,64.0,45.0,,High School,Minor Loss,2.0,2176.0,2000.0,1576.0,Full,1.0,1.0,-0.0,32.0,9000.0,0.0,0
Multi-vehicle Collision,,44.0,24.0,,Masters,Major Loss,20.0,1811.0,1000.0,1610.0,Full,1.0,3.0,1.0,99.0,8000.0,20.0,0
Multi-vehicle Collision,Ambulance,48.0,32.0,,High School,Minor Loss,6.0,2423.0,500.0,1011.0,Full,1.0,3.0,0.0,49.0,7000.0,6.0,0
Single Vehicle Collision,,30.0,12.0,,Bachelor,Total Loss,11.0,2053.0,500.0,1118.0,Full,1.0,1.0,1.0,7.0,9000.0,-0.0,0
Multi-vehicle Collision,Police,64.0,44.0,,High School,Total Loss,1.0,1818.0,500.0,1245.0,Full,1.0,3.0,1.0,26.0,1000.0,4.0,0
Multi-vehicle Collision,Police,29.0,12.0,,High School,Minor Loss,16.0,2198.0,1000.0,1564.0,Full,1.0,3.0,1.0,79.0,7000.0,14.0,0
Multi-vehicle Collision,Ambulance,38.0,20.0,,Bachelor,Major Loss,17.0,2497.0,500.0,864.0,Full,-0.0,4.0,-0.0,101.0,4000.0,1.0,0
Vehicle Theft,Police,48.0,27.0,,Bachelor,Major Loss,18.0,1469.0,1000.0,1320.0,Full,1.0,1.0,1.0,59.0,3000.0,2.0,0
Parked Car,,29.0,9.0,1.0,Masters,Trivial Damage,17.0,261.0,1000.0,1630.0,Full,0.0,1.0,-0.0,122.0,3850.0,1.0,0
Multi-vehicle Collision,Ambulance,40.0,18.0,1.0,Associate,Minor Damage,18.0,75.0,1000.0,1406.0,Full,1.0,3.0,1.0,192.0,42930.0,10.0,0
Single Vehicle Collision,Other,48.0,27.0,,High School,Minor Loss,13.0,2346.0,500.0,913.0,Full,1.0,1.0,1.0,87.0,9000.0,8.0,0
Multi-vehicle Collision,Ambulance,44.0,25.0,,PhD,Major Loss,17.0,1147.0,500.0,1195.0,Full,1.0,3.0,1.0,31.0,2000.0,8.0,0
Multi-vehicle Collision,Ambulance,57.0,39.0,,High School,Minor Loss,5.0,1882.0,1000.0,1383.0,Full,0.0,3.0,1.0,109.0,8000.0,13.0,1
Multi-vehicle Collision,Ambulance,31.0,13.0,0.0,JD,Total Loss,14.0,287.0,1000.0,1005.0,Full,2.0,3.0,-0.0,163.0,63910.0,16.0,0
Parked Car,,30.0,9.0,-0.0,MD,Trivial Damage,8.0,363.0,1000.0,1342.0,Full,-0.0,1.0,0.0,150.0,4500.0,16.0,0
Single Vehicle Collision,Police,45.0,26.0,1.0,PhD,Minor Damage,5.0,30.0,2000.0,1104.0,Full,2.0,1.0,-0.0,241.0,91650.0,4.0,0
Multi-vehicle Collision,Fire,46.0,27.0,0.0,Masters,Minor Damage,3.0,611.0,1000.0,709.0,Full,1.0,3.0,0.0,303.0,54890.0,9.0,0
Multi-vehicle Collision,Police,61.0,40.0,1.0,Associate,Major Damage,6.0,107.0,1000.0,1125.0,Full,0.0,3.0,1.0,464.0,79800.0,15.0,0
Single Vehicle Collision,Ambulance,56.0,40.0,,Bachelor,Minor Loss,21.0,1471.0,1000.0,1017.0,Full,1.0,1.0,1.0,96.0,4000.0,15.0,0
Multi-vehicle Collision,Fire,30.0,10.0,1.0,MD,Total Loss,9.0,524.0,1000.0,796.0,Full,2.0,3.0,1.0,85.0,58960.0,11.0,0
Multi-vehicle Collision,Police,28.0,7.0,,Bachelor,Minor Loss,19.0,1704.0,1000.0,1596.0,Full,1.0,3.0,-0.0,79.0,5000.0,19.0,0
Multi-vehicle Collision,Ambulance,42.0,21.0,0.0,Associate,Major Damage,18.0,978.0,500.0,1094.0,Full,1.0,3.0,-0.0,266.0,53280.0,0.0,0
Multi-vehicle Collision,Ambulance,52.0,30.0,,Bachelor,Minor Loss,7.0,1263.0,1000.0,1595.0,Full,1.0,3.0,-0.0,34.0,2000.0,20.0,0
Multi-vehicle Collision,,55.0,33.0,,Bachelor,Total Loss,11.0,1453.0,500.0,1342.0,Full,1.0,3.0,-0.0,49.0,10000.0,12.0,1
Multi-vehicle Collision,Ambulance,48.0,31.0,,High School,Major Loss,19.0,1372.0,1000.0,1169.0,Full,1.0,4.0,1.0,6.0,3000.0,6.0,0
Single Vehicle Collision,Police,47.0,27.0,,Bachelor,Major Loss,4.0,2321.0,1000.0,1201.0,Full,1.0,1.0,1.0,27.0,1000.0,7.0,0
Multi-vehicle Collision,Police,32.0,13.0,,High School,Minor Loss,4.0,1832.0,1000.0,1575.0,Full,1.0,2.0,0.0,49.0,6000.0,17.0,0
Multi-vehicle Collision,Other,58.0,36.0,,PhD,Minor Loss,11.0,1908.0,2000.0,1518.0,Full,-0.0,3.0,1.0,24.0,10000.0,10.0,0
Single Vehicle Collision,,33.0,11.0,,Bachelor,Major Loss,9.0,2079.0,2000.0,1453.0,Full,0.0,1.0,0.0,51.0,7000.0,11.0,0
Single Vehicle Collision,,34.0,16.0,,College,Total Loss,5.0,1729.0,500.0,1447.0,Full,1.0,1.0,1.0,72.0,2000.0,16.0,0
Parked Car,,34.0,14.0,1.0,JD,Minor Damage,3.0,444.0,1000.0,1057.0,Full,2.0,1.0,-0.0,120.0,3770.0,13.0,0
Multi-vehicle Collision,Fire,31.0,15.0,1.0,Masters,Major Damage,16.0,110.0,1000.0,1074.0,Full,-0.0,3.0,1.0,87.0,60940.0,9.0,0
Multi-vehicle Collision,,63.0,46.0,,Bachelor,Total Loss,23.0,1933.0,2000.0,1146.0,Full,1.0,2.0,1.0,62.0,1000.0,10.0,0
Multi-vehicle Collision,Ambulance,36.0,16.0,,Bachelor,Total Loss,15.0,1948.0,2000.0,1275.0,Full,1.0,3.0,0.0,12.0,9000.0,12.0,1
Single Vehicle Collision,Other,41.0,20.0,-0.0,PhD,Minor Damage,4.0,278.0,500.0,1411.0,Full,1.0,1.0,-0.0,264.0,60390.0,11.0,0
Vehicle Theft,,63.0,42.0,,Bachelor,Minor Loss,4.0,2192.0,2000.0,1047.0,Full,0.0,1.0,-0.0,26.0,1000.0,3.0,1
Single Vehicle Collision,Ambulance,42.0,25.0,,Bachelor,Total Loss,19.0,1046.0,1000.0,1325.0,Full,1.0,1.0,1.0,67.0,3000.0,18.0,0
Multi-vehicle Collision,Police,44.0,25.0,,Bachelor,Total Loss,22.0,1284.0,500.0,1403.0,Full,0.0,3.0,1.0,94.0,1000.0,3.0,0
Multi-vehicle Collision,Fire,39.0,21.0,1.0,PhD,Total Loss,17.0,747.0,500.0,1454.0,Full,0.0,3.0,-0.0,255.0,29300.0,5.0,1
Single Vehicle Collision,Fire,60.0,38.0,0.0,PhD,Major Damage,-0.0,112.0,500.0,1299.0,Full,-0.0,1.0,-0.0,453.0,70000.0,-0.0,0
Multi-vehicle Collision,Police,54.0,33.0,1.0,MD,Major Damage,4.0,39.0,2000.0,1156.0,Full,2.0,3.0,-0.0,431.0,62300.0,8.0,0
Vehicle Theft,Ambulance,30.0,12.0,,High School,Total Loss,19.0,1405.0,500.0,1544.0,Full,1.0,1.0,1.0,28.0,3000.0,19.0,0
Single Vehicle Collision,Police,36.0,16.0,,MD,Minor Loss,17.0,1738.0,500.0,1649.0,Full,0.0,1.0,0.0,79.0,1000.0,5.0,1
Single Vehicle Collision,,43.0,25.0,,PhD,Total Loss,12.0,2044.0,1000.0,1065.0,Full,1.0,1.0,1.0,100.0,2000.0,16.0,0
Single Vehicle Collision,,58.0,38.0,,Bachelor,Total Loss,7.0,2184.0,500.0,1187.0,Full,1.0,1.0,1.0,50.0,7000.0,4.0,1
Multi-vehicle Collision,Police,26.0,10.0,,High School,Major Loss,19.0,1859.0,500.0,1316.0,Full,0.0,3.0,1.0,64.0,2000.0,5.0,0
Single Vehicle Collision,Ambulance,27.0,8.0,,Bachelor,Major Loss,7.0,1392.0,1000.0,1020.0,Full,1.0,1.0,-0.0,55.0,6000.0,4.0,1
Multi-vehicle Collision,Police,52.0,30.0,,Bachelor,Minor Loss,23.0,1813.0,500.0,955.0,Full,-0.0,3.0,1.0,113.0,2000.0,20.0,0
Single Vehicle Collision,Ambulance,30.0,14.0,,College,Minor Loss,22.0,2542.0,2000.0,1593.0,Full,0.0,1.0,1.0,34.0,10000.0,1.0,0
Multi-vehicle Collision,,55.0,37.0,,Bachelor,Minor Loss,7.0,2172.0,500.0,1619.0,Full,-0.0,3.0,1.0,118.0,5000.0,3.0,0
Single Vehicle Collision,Police,50.0,32.0,,College,Major Loss,22.0,1459.0,1000.0,1286.0,Full,1.0,1.0,1.0,90.0,8000.0,0.0,0
Multi-vehicle Collision,Police,33.0,11.0,,High School,Major Loss,10.0,1494.0,500.0,1070.0,Full,-0.0,2.0,1.0,82.0,8000.0,13.0,0
Single Vehicle Collision,Other,37.0,15.0,,Bachelor,Total Loss,18.0,2161.0,1000.0,980.0,Full,1.0,1.0,1.0,16.0,7000.0,16.0,0
Multi-vehicle Collision,Police,50.0,28.0,,Bachelor,Major Loss,6.0,2256.0,500.0,1242.0,Full,1.0,3.0,1.0,61.0,4000.0,14.0,0
Multi-vehicle Collision,,42.0,24.0,,High School,Major Loss,3.0,2103.0,500.0,1208.0,Full,-0.0,3.0,1.0,44.0,3000.0,3.0,0
Single Vehicle Collision,,37.0,15.0,,High School,Total Loss,4.0,2528.0,500.0,1385.0,Full,1.0,1.0,1.0,75.0,2000.0,20.0,0
Vehicle Theft,,41.0,23.0,1.0,Associate,Minor Damage,6.0,783.0,2000.0,1615.0,Full,-0.0,1.0,-0.0,233.0,3740.0,4.0,0
Parked Car,Police,52.0,32.0,,Masters,Major Loss,20.0,2225.0,2000.0,1196.0,Full,1.0,1.0,1.0,99.0,10000.0,4.0,0
Multi-vehicle Collision,Ambulance,50.0,28.0,,PhD,Minor Loss,7.0,2147.0,2000.0,1240.0,Full,-0.0,3.0,-0.0,67.0,6000.0,-0.0,1
Single Vehicle Collision,Ambulance,56.0,40.0,,Bachelor,Total Loss,13.0,1986.0,500.0,1669.0,Full,0.0,1.0,1.0,44.0,9000.0,14.0,1
Single Vehicle Collision,Police,29.0,11.0,1.0,MD,Major Damage,10.0,634.0,2000.0,1308.0,Full,1.0,1.0,-0.0,142.0,54360.0,20.0,0
Single Vehicle Collision,Ambulance,35.0,19.0,1.0,JD,Major Damage,1.0,391.0,500.0,1090.0,Full,-0.0,1.0,0.0,48.0,48400.0,10.0,1
Single Vehicle Collision,Ambulance,32.0,10.0,-0.0,Masters,Total Loss,22.0,757.0,500.0,1592.0,Full,2.0,1.0,1.0,92.0,53400.0,19.0,0
Single Vehicle Collision,Police,46.0,25.0,,Bachelor,Minor Loss,6.0,1752.0,500.0,1519.0,Full,1.0,1.0,1.0,114.0,6000.0,19.0,0
Single Vehicle Collision,Police,49.0,29.0,,College,Major Loss,8.0,1831.0,1000.0,1111.0,Full,1.0,1.0,1.0,26.0,3000.0,10.0,0
Single Vehicle Collision,Police,36.0,14.0,,College,Total Loss,21.0,2359.0,1000.0,1604.0,Full,-0.0,1.0,1.0,62.0,5000.0,4.0,0
Single Vehicle Collision,Police,48.0,29.0,,College,Minor Loss,18.0,1559.0,1000.0,1218.0,Full,0.0,1.0,-0.0,61.0,6000.0,8.0,0
Multi-vehicle Collision,,26.0,6.0,,Bachelor,Minor Loss,19.0,2351.0,500.0,847.0,Full,-0.0,2.0,1.0,101.0,7000.0,5.0,0
Single Vehicle Collision,Police,28.0,12.0,,Bachelor,Minor Loss,23.0,1230.0,500.0,1386.0,Full,1.0,1.0,0.0,50.0,2000.0,16.0,0
Multi-vehicle Collision,Police,38.0,19.0,,Bachelor,Total Loss,4.0,1082.0,1000.0,1184.0,Full,-0.0,3.0,1.0,68.0,8000.0,17.0,0
Multi-vehicle Collision,Other,31.0,9.0,1.0,Masters,Minor Damage,1.0,761.0,1000.0,1377.0,Full,2.0,3.0,0.0,78.0,52290.0,18.0,0
Multi-vehicle Collision,Other,25.0,5.0,,High School,Minor Loss,8.0,2193.0,500.0,1622.0,Full,1.0,3.0,1.0,79.0,8000.0,11.0,0
Multi-vehicle Collision,Ambulance,64.0,43.0,,College,Minor Loss,15.0,1361.0,1000.0,1158.0,Full,1.0,3.0,-0.0,14.0,4000.0,-0.0,0
Multi-vehicle Collision,,41.0,23.0,,Bachelor,Total Loss,19.0,1262.0,500.0,1626.0,Full,-0.0,3.0,1.0,48.0,7000.0,12.0,0
Single Vehicle Collision,Other,26.0,9.0,,High School,Minor Loss,3.0,2565.0,500.0,1347.0,Full,1.0,1.0,1.0,53.0,3000.0,2.0,0
Vehicle Theft,,51.0,33.0,0.0,Associate,Minor Damage,9.0,115.0,2000.0,1124.0,Full,1.0,1.0,1.0,390.0,7080.0,14.0,0
Single Vehicle Collision,Ambulance,34.0,13.0,,Bachelor,Total Loss,15.0,1125.0,1000.0,1532.0,Full,0.0,1.0,1.0,29.0,1000.0,1.0,0
Multi-vehicle Collision,Ambulance,30.0,14.0,,High School,Minor Loss,5.0,1303.0,500.0,1648.0,Full,0.0,3.0,1.0,64.0,4000.0,4.0,0
Parked Car,Police,34.0,17.0,,College,Major Loss,19.0,1575.0,1000.0,933.0,Full,1.0,1.0,1.0,94.0,8000.0,10.0,0
Single Vehicle Collision,,27.0,5.0,,Bachelor,Minor Loss,8.0,2181.0,2000.0,1319.0,Full,1.0,1.0,1.0,65.0,8000.0,5.0,1
Parked Car,,44.0,25.0,1.0,High School,Trivial Damage,9.0,841.0,2000.0,720.0,Full,0.0,1.0,-0.0,253.0,5400.0,17.0,0
Parked Car,Police,46.0,29.0,1.0,High School,Minor Damage,8.0,365.0,1000.0,995.0,Full,2.0,1.0,1.0,291.0,5580.0,10.0,0
Vehicle Theft,Police,40.0,21.0,1.0,PhD,Trivial Damage,3.0,439.0,1000.0,1576.0,Full,1.0,1.0,0.0,211.0,3190.0,11.0,0
Parked Car,Other,52.0,33.0,,Bachelor,Minor Loss,21.0,2327.0,1000.0,1502.0,Full,1.0,1.0,1.0,113.0,1000.0,4.0,0
Multi-vehicle Collision,Police,39.0,23.0,-0.0,High School,Total Loss,9.0,793.0,2000.0,1140.0,Full,-0.0,3.0,-0.0,169.0,46200.0,0.0,0
Single Vehicle Collision,Ambulance,35.0,14.0,,Bachelor,Minor Loss,6.0,1024.0,500.0,1325.0,Full,0.0,1.0,1.0,88.0,1000.0,12.0,0
Single Vehicle Collision,Police,55.0,36.0,,High School,Total Loss,6.0,1439.0,1000.0,900.0,Full,0.0,1.0,1.0,116.0,1000.0,12.0,0
Single Vehicle Collision,Ambulance,41.0,22.0,,High School,Total Loss,9.0,1533.0,2000.0,1512.0,Full,1.0,1.0,1.0,64.0,6000.0,2.0,0
Single Vehicle Collision,Police,27.0,10.0,,High School,Minor Loss,20.0,2096.0,500.0,1205.0,Full,1.0,1.0,-0.0,26.0,6000.0,2.0,0
Multi-vehicle Collision,,63.0,46.0,,Bachelor,Total Loss,23.0,1933.0,2000.0,1146.0,Full,1.0,2.0,1.0,62.0,1000.0,10.0,0
Multi-vehicle Collision,Police,54.0,37.0,,High School,Major Loss,10.0,2295.0,1000.0,1392.0,Full,1.0,3.0,1.0,21.0,4000.0,-0.0,0
Single Vehicle Collision,Ambulance,45.0,23.0,,MD,Total Loss,22.0,1075.0,2000.0,1586.0,Full,1.0,1.0,1.0,6.0,4000.0,13.0,0
Single Vehicle Collision,Police,38.0,19.0,,Bachelor,Total Loss,4.0,2514.0,1000.0,1437.0,Full,1.0,1.0,1.0,80.0,2000.0,11.0,0
Single Vehicle Collision,Police,55.0,36.0,,Bachelor,Major Loss,22.0,2230.0,500.0,1567.0,Full,1.0,1.0,1.0,58.0,7000.0,20.0,0
Multi-vehicle Collision,Ambulance,64.0,46.0,,PhD,Total Loss,3.0,1557.0,500.0,1650.0,Full,1.0,2.0,1.0,76.0,3000.0,16.0,1
Single Vehicle Collision,Other,28.0,7.0,,MD,Major Loss,10.0,1936.0,1000.0,953.0,Full,1.0,1.0,-0.0,88.0,6000.0,11.0,0
Multi-vehicle Collision,,27.0,5.0,,Bachelor,Minor Loss,21.0,1201.0,500.0,1648.0,Full,-0.0,3.0,1.0,47.0,9000.0,16.0,0
Multi-vehicle Collision,Other,28.0,6.0,-0.0,JD,Major Damage,10.0,235.0,2000.0,1372.0,Full,-0.0,3.0,1.0,27.0,53600.0,0.0,0
Single Vehicle Collision,,51.0,32.0,,Bachelor,Major Loss,5.0,2174.0,500.0,1422.0,Full,1.0,1.0,1.0,64.0,8000.0,4.0,0
Vehicle Theft,Ambulance,30.0,8.0,,High School,Total Loss,2.0,2502.0,500.0,1340.0,Full,0.0,1.0,-0.0,74.0,3000.0,7.0,0
Parked Car,,44.0,25.0,,MD,Total Loss,10.0,1613.0,500.0,1023.0,Full,1.0,1.0,1.0,63.0,2000.0,16.0,0
Multi-vehicle Collision,Ambulance,36.0,15.0,-0.0,PhD,Minor Damage,17.0,694.0,1000.0,1497.0,Full,2.0,3.0,1.0,134.0,77200.0,19.0,0
Multi-vehicle Collision,Other,62.0,41.0,1.0,MD,Major Damage,13.0,713.0,1000.0,1396.0,Full,1.0,3.0,0.0,456.0,66480.0,3.0,0
Multi-vehicle Collision,Other,32.0,10.0,,Bachelor,Total Loss,12.0,1376.0,2000.0,1491.0,Full,-0.0,3.0,0.0,98.0,5000.0,8.0,0
Single Vehicle Collision,Ambulance,32.0,14.0,-0.0,PhD,Minor Damage,16.0,135.0,2000.0,1625.0,Full,1.0,1.0,0.0,93.0,78120.0,9.0,0
Multi-vehicle Collision,Fire,43.0,21.0,0.0,PhD,Total Loss,12.0,725.0,500.0,1124.0,Full,0.0,3.0,1.0,284.0,36960.0,8.0,0
Parked Car,Police,41.0,21.0,1.0,JD,Trivial Damage,22.0,542.0,1000.0,1325.0,Full,-0.0,1.0,1.0,239.0,10790.0,2.0,1
Multi-vehicle Collision,,63.0,41.0,,Bachelor,Total Loss,14.0,1077.0,500.0,962.0,Full,1.0,2.0,-0.0,62.0,10000.0,5.0,1
Single Vehicle Collision,Other,41.0,20.0,-0.0,PhD,Minor Damage,4.0,278.0,500.0,1411.0,Full,1.0,1.0,-0.0,264.0,60390.0,11.0,0
Parked Car,,54.0,37.0,,Masters,Minor Loss,9.0,1071.0,1000.0,1561.0,Full,1.0,1.0,-0.0,50.0,5000.0,4.0,0
Multi-vehicle Collision,Other,47.0,28.0,,High School,Minor Loss,5.0,1415.0,500.0,1202.0,Full,0.0,3.0,1.0,70.0,1000.0,15.0,0
Single Vehicle Collision,Ambulance,48.0,26.0,,Bachelor,Minor Loss,4.0,1977.0,500.0,950.0,Full,-0.0,1.0,1.0,71.0,8000.0,8.0,0
Multi-vehicle Collision,Other,28.0,6.0,0.0,MD,Total Loss,20.0,994.0,1000.0,1235.0,Full,0.0,3.0,-0.0,124.0,60200.0,3.0,0
Multi-vehicle Collision,Ambulance,44.0,22.0,1.0,Associate,Major Damage,20.0,352.0,2000.0,1031.0,Full,1.0,3.0,-0.0,270.0,35900.0,8.0,0
Single Vehicle Collision,Fire,21.0,3.0,1.0,Masters,Minor Damage,14.0,482.0,1000.0,1390.0,P2,0.0,1.0,-0.0,20.0,62900.0,9.0,0
Multi-vehicle Collision,Ambulance,60.0,40.0,,High School,Minor Loss,3.0,1491.0,1000.0,916.0,Full,0.0,4.0,-0.0,30.0,7000.0,-0.0,0
Multi-vehicle Collision,Police,31.0,13.0,,Bachelor,Total Loss,3.0,2331.0,500.0,1455.0,Full,1.0,3.0,-0.0,93.0,8000.0,3.0,0
Single Vehicle Collision,Ambulance,45.0,29.0,,College,Major Loss,23.0,1514.0,1000.0,1463.0,Full,1.0,1.0,1.0,84.0,5000.0,13.0,0
Single Vehicle Collision,Ambulance,43.0,26.0,,Bachelor,Minor Loss,-0.0,1777.0,500.0,951.0,Full,1.0,1.0,-0.0,106.0,5000.0,15.0,0
Single Vehicle Collision,,46.0,28.0,,High School,Major Loss,20.0,1335.0,500.0,1415.0,Full,1.0,1.0,1.0,91.0,7000.0,16.0,0
Multi-vehicle Collision,,39.0,22.0,,MD,Total Loss,8.0,1017.0,500.0,1534.0,Full,1.0,3.0,1.0,72.0,7000.0,1.0,0
Vehicle Theft,,48.0,26.0,1.0,MD,Minor Damage,7.0,814.0,2000.0,1423.0,Full,1.0,1.0,0.0,282.0,3520.0,2.0,0
Single Vehicle Collision,Other,44.0,26.0,,High School,Major Loss,9.0,2216.0,2000.0,1204.0,Full,1.0,1.0,1.0,23.0,6000.0,8.0,0
Single Vehicle Collision,Fire,30.0,11.0,1.0,JD,Major Damage,9.0,594.0,500.0,1449.0,Full,1.0,1.0,-0.0,152.0,84590.0,15.0,0
Multi-vehicle Collision,Ambulance,37.0,15.0,,High School,Major Loss,8.0,1723.0,2000.0,1254.0,Full,1.0,3.0,1.0,39.0,2000.0,4.0,0
